,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,12676000000.0,12197000000.0,13189000000.0,13570000000.0,14226000000.0,15354000000.0
Capital Surplus,29680000000.0,29719000000.0,29785000000.0,32866000000.0,32901000000.0,32943000000.0
Total Liab,36364000000.0,35984000000.0,36410000000.0,34741000000.0,34358000000.0,34740000000.0
Total Stockholder Equity,13874000000.0,14556000000.0,15371000000.0,19171000000.0,20098000000.0,20559000000.0
Minority Interest,950000000.0,885000000.0,882000000.0,861000000.0,748000000.0,613000000.0
Other Current Liab,5646000000.0,5544000000.0,5689000000.0,6407000000.0,6139000000.0,6193000000.0
Total Assets,51188000000.0,51425000000.0,52663000000.0,54773000000.0,55204000000.0,55912000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,1837000000.0,1908000000.0,3156000000.0,1651000000.0,1966000000.0,2188000000.0
Retained Earnings,9150000000.0,9704000000.0,10375000000.0,11144000000.0,12007000000.0,12456000000.0
Other Liab,6859000000.0,6749000000.0,6814000000.0,6755000000.0,6597000000.0,6606000000.0
Good Will,17077000000.0,16995000000.0,16612000000.0,16591000000.0,16601000000.0,16582000000.0
Treasury Stock,-24957000000.0,-24868000000.0,-24790000000.0,-24840000000.0,-24811000000.0,-24841000000.0
Other Assets,5056000000.0,5183000000.0,4886000000.0,5519000000.0,5631000000.0,5801000000.0
Cash,2288000000.0,3086000000.0,2984000000.0,5499000000.0,5375000000.0,4823000000.0
Total Current Liabilities,7985000000.0,7763000000.0,8296000000.0,8701000000.0,8586000000.0,8913000000.0
Deferred Long Term Asset Charges,919000000.0,1007000000.0,993000000.0,981000000.0,1235000000.0,1221000000.0
Other Stockholder Equity,-1999000000.0,-1910000000.0,-1832000000.0,-1882000000.0,-1853000000.0,-1883000000.0
Property Plant Equipment,3836000000.0,3789000000.0,3596000000.0,3521000000.0,3419000000.0,3320000000.0
Total Current Assets,12439000000.0,13157000000.0,13779000000.0,15487000000.0,15254000000.0,14798000000.0
Long Term Investments,104000000.0,104000000.0,601000000.0,85000000.0,73000000.0,57000000.0
Net Tangible Assets,-15879000000.0,-14636000000.0,-14430000000.0,-10990000000.0,-10729000000.0,-11377000000.0
Net Receivables,7139000000.0,6946000000.0,7017000000.0,7310000000.0,6824000000.0,6560000000.0
Long Term Debt,19667000000.0,19689000000.0,19707000000.0,17751000000.0,17689000000.0,17685000000.0
Accounts Payable,422000000.0,436000000.0,571000000.0,612000000.0,602000000.0,827000000.0
Short Long Term Debt,358000000.0,,,,,
