,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Capital Surplus,8097000000.0,8156000000.0,7675000000.0,7568000000.0,7702000000.0
Total Liab,4524000000.0,4396000000.0,4838000000.0,6456000000.0,5780000000.0
Total Stockholder Equity,6973000000.0,7494000000.0,7319000000.0,6321000000.0,6441000000.0
Minority Interest,196000000.0,200000000.0,148000000.0,113000000.0,131000000.0
Total Assets,11693000000.0,12090000000.0,12305000000.0,12890000000.0,12352000000.0
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Other Current Assets,251000000.0,282000000.0,1000000.0,2000000.0,272000000.0
Retained Earnings,-1071000000.0,-610000000.0,-307000000.0,-1180000000.0,-1192000000.0
Other Liab,287000000.0,266000000.0,175000000.0,234000000.0,240000000.0
Treasury Stock,-60000000.0,-59000000.0,-56000000.0,-74000000.0,-76000000.0
Other Assets,431000000.0,387000000.0,346000000.0,440000000.0,573000000.0
Cash,913000000.0,1542000000.0,1573000000.0,2335000000.0,807000000.0
Total Current Liabilities,284000000.0,293000000.0,263000000.0,71000000.0,85000000.0
Other Stockholder Equity,-60000000.0,-59000000.0,-56000000.0,-74000000.0,-76000000.0
Property Plant Equipment,9692000000.0,9760000000.0,10266000000.0,10013000000.0,10545000000.0
Total Current Assets,1243000000.0,1895000000.0,1637000000.0,2416000000.0,1192000000.0
Long Term Investments,327000000.0,48000000.0,56000000.0,21000000.0,42000000.0
Net Tangible Assets,6973000000.0,7494000000.0,7319000000.0,6321000000.0,6441000000.0
Net Receivables,79000000.0,71000000.0,63000000.0,79000000.0,113000000.0
Long Term Debt,3953000000.0,3837000000.0,3794000000.0,5541000000.0,4891000000.0
Accounts Payable,283000000.0,293000000.0,263000000.0,71000000.0,85000000.0
