,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,938000000.0,1048000000.0,1146000000.0,1254000000.0
Capital Surplus,16161000000.0,16644000000.0,16248000000.0,15914000000.0
Total Liab,53076000000.0,50316000000.0,47055000000.0,45482000000.0
Total Stockholder Equity,19441000000.0,20019000000.0,18483000000.0,17640000000.0
Other Current Liab,38804000000.0,36066000000.0,33008000000.0,31557000000.0
Total Assets,72517000000.0,70379000000.0,65582000000.0,63166000000.0
Other Current Assets,35779000000.0,33460000000.0,30651000000.0,29159000000.0
Retained Earnings,13463000000.0,12366000000.0,10809000000.0,9788000000.0
Other Liab,2164000000.0,2288000000.0,2278000000.0,2208000000.0
Good Will,9117000000.0,9135000000.0,9119000000.0,9118000000.0
Treasury Stock,-10183000000.0,-8991000000.0,-8574000000.0,-8062000000.0
Other Assets,567000000.0,605000000.0,768000000.0,737000000.0
Cash,5717000000.0,4794000000.0,6112000000.0,6353000000.0
Total Current Liabilities,41340000000.0,38447000000.0,35246000000.0,33729000000.0
Other Stockholder Equity,-353000000.0,-484000000.0,-332000000.0,-170000000.0
Property Plant Equipment,2469000000.0,2514000000.0,2412000000.0,2388000000.0
Total Current Assets,53432000000.0,50995000000.0,48704000000.0,46500000000.0
Long Term Investments,5994000000.0,6082000000.0,3433000000.0,3169000000.0
Net Tangible Assets,9386000000.0,9836000000.0,8218000000.0,7268000000.0
Short Term Investments,7369000000.0,8289000000.0,8046000000.0,6695000000.0
Net Receivables,3449000000.0,3388000000.0,3110000000.0,3620000000.0
Long Term Debt,8942000000.0,8939000000.0,8937000000.0,8934000000.0
Accounts Payable,191000000.0,252000000.0,159000000.0,252000000.0
Minority Interest,,44000000.0,44000000.0,44000000.0
Deferred Long Term Asset Charges,,142000000.0,,
