,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,168000000.0,825000000.0,778000000.0,1048000000.0
Capital Surplus,14314000000.0,14939000000.0,15588000000.0,16644000000.0
Total Liab,24780000000.0,27946000000.0,34404000000.0,50316000000.0
Total Stockholder Equity,15994000000.0,15386000000.0,16885000000.0,20019000000.0
Minority Interest,,,44000000.0,44000000.0
Other Current Liab,20135000000.0,21819000000.0,24845000000.0,36066000000.0
Total Assets,40774000000.0,43332000000.0,51333000000.0,70379000000.0
Other Current Assets,24706000000.0,20371000000.0,22661000000.0,33460000000.0
Retained Earnings,3823000000.0,5880000000.0,8342000000.0,12366000000.0
Other Liab,1917000000.0,2042000000.0,2117000000.0,2288000000.0
Good Will,4339000000.0,6284000000.0,6212000000.0,9135000000.0
Treasury Stock,-2143000000.0,-5433000000.0,-7045000000.0,-8991000000.0
Other Assets,133000000.0,567000000.0,813000000.0,605000000.0
Cash,2883000000.0,7575000000.0,7349000000.0,4794000000.0
Total Current Liabilities,22863000000.0,25904000000.0,26919000000.0,38447000000.0
Deferred Long Term Asset Charges,95000000.0,224000000.0,396000000.0,142000000.0
Other Stockholder Equity,-142000000.0,78000000.0,-173000000.0,-484000000.0
Property Plant Equipment,1528000000.0,1724000000.0,2172000000.0,2514000000.0
Total Current Assets,32645000000.0,32963000000.0,38495000000.0,50995000000.0
Long Term Investments,1961000000.0,969000000.0,2863000000.0,6082000000.0
Net Tangible Assets,11487000000.0,8277000000.0,9895000000.0,9836000000.0
Short Term Investments,2812000000.0,1534000000.0,3412000000.0,8289000000.0
Net Receivables,1597000000.0,2845000000.0,4461000000.0,3388000000.0
Long Term Debt,,,4965000000.0,8939000000.0
Accounts Payable,257000000.0,281000000.0,232000000.0,252000000.0
