,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-55000000.0,27000000.0,-79000000.0,53000000.0,163000000.0
Total Cashflows From Investing Activities,-467000000.0,-12988000000.0,-2398000000.0,-143000000.0,1212000000.0
Net Borrowings,11936000000.0,11936000000.0,2321000000.0,993000000.0,-1070000000.0
Total Cash From Financing Activities,-7771000000.0,4716000000.0,-4712000000.0,-5396000000.0,-10029000000.0
Change To Operating Activities,-1344000000.0,959000000.0,-97000000.0,203000000.0,-50000000.0
Net Income,10222000000.0,6963000000.0,-1293000000.0,4467000000.0,2475000000.0
Change In Cash,-3337000000.0,119000000.0,727000000.0,2846000000.0,-412000000.0
Repurchase Of Stock,-2917000000.0,-1673000000.0,-845000000.0,-1675000000.0,-1675000000.0
Total Cash From Operating Activities,4901000000.0,8391000000.0,7837000000.0,8385000000.0,8405000000.0
Depreciation,209000000.0,227000000.0,226000000.0,257000000.0,244000000.0
Other Cashflows From Investing Activities,147000000.0,65000000.0,168000000.0,88000000.0,205000000.0
Dividends Paid,-4807000000.0,-5415000000.0,-6069000000.0,-6290000000.0,-6446000000.0
Change To Inventory,-171000000.0,-129000000.0,42000000.0,2000000.0,57000000.0
Change To Account Receivables,10000000.0,-8000000.0,-8000000.0,20000000.0,-18000000.0
Other Cashflows From Financing Activities,-47000000.0,-132000000.0,-119000000.0,-99000000.0,-838000000.0
Change To Netincome,-3676000000.0,126000000.0,8957000000.0,3412000000.0,5683000000.0
Capital Expenditures,-199000000.0,-238000000.0,-246000000.0,-231000000.0,-169000000.0
Investments,-12800000000.0,-12800000000.0,-1899000000.0,,
