,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,-88300000.0,-54900000.0,-65600000.0,47000000.0,35400000.0,-41300000.0,67900000.0,48000000.0,137000000.0
Total Cashflows From Investing Activities,-35600000.0,-21700000.0,-35500000.0,-422000000.0,-30400000.0,-22900000.0,-64700000.0,-18000000.0,-99000000.0
Net Borrowings,-284000000.0,-214800000.0,-18200000.0,37000000.0,-198600000.0,-1100000.0,1700000.0,195000000.0,5000000.0
Total Cash From Financing Activities,-307000000.0,-237300000.0,-258200000.0,7700000.0,-220200000.0,-220800000.0,-219700000.0,-133000000.0,-123000000.0
Change To Operating Activities,-56900000.0,-13100000.0,-118000000.0,3400000.0,-58500000.0,-3600000.0,7700000.0,-131000000.0,-8000000.0
Net Income,86800000.0,128100000.0,87900000.0,112400000.0,124800000.0,130600000.0,190200000.0,149000000.0,166000000.0
Change In Cash,-28000000.0,-28600000.0,39400000.0,-115200000.0,-30000000.0,2900000.0,16300000.0,15000000.0,13000000.0
Repurchase Of Stock,-101900000.0,-101900000.0,-101900000.0,-1200000.0,-199100000.0,-199100000.0,-99700000.0,-296000000.0,-103000000.0
Effect Of Exchange Rate,4100000.0,900000.0,7500000.0,6900000.0,-2600000.0,2700000.0,-13000000.0,5000000.0,-28000000.0
Total Cash From Operating Activities,310500000.0,229500000.0,325600000.0,292200000.0,223200000.0,243900000.0,313700000.0,161000000.0,263000000.0
Depreciation,100100000.0,107100000.0,99700000.0,107400000.0,119000000.0,106000000.0,108600000.0,110000000.0,105000000.0
Dividends Paid,-23400000.0,-22800000.0,-23300000.0,-23000000.0,-22900000.0,-23000000.0,-23100000.0,-28000000.0,-27000000.0
Change To Inventory,-6800000.0,38100000.0,173000000.0,-11200000.0,19000000.0,-40100000.0,-8700000.0,-137000000.0,-119000000.0
Change To Account Receivables,268700000.0,-900000.0,69800000.0,9300000.0,-38100000.0,63700000.0,-110900000.0,93000000.0,-48000000.0
Other Cashflows From Financing Activities,400000.0,300000.0,-114800000.0,-5100000.0,1300000.0,2400000.0,-98600000.0,-4000000.0,2000000.0
Change To Netincome,-2600000.0,12300000.0,39800000.0,10500000.0,16400000.0,18300000.0,91800000.0,13000000.0,14000000.0
Capital Expenditures,-34300000.0,-31100000.0,-37700000.0,-26500000.0,-29000000.0,-23000000.0,-51500000.0,-20000000.0,-30000000.0
Issuance Of Stock,,,,,,,,,
Other Cashflows From Investing Activities,,,,,,,,,
