Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03,107.0,107.0,107.0,107.0,1,0,0
2020-08-10,95.47000122070312,95.47000122070312,95.47000122070312,95.47000122070312,1,0,0
2020-08-11,92.29000091552734,92.29000091552734,92.29000091552734,92.29000091552734,1,0,0
2020-08-20,98.5,98.5,98.5,98.5,0,0,0
2020-08-26,126.0,126.0,126.0,126.0,5,0,0
2020-09-14,91.0,91.0,91.0,91.0,2,0,0
2020-09-21,88.27999877929688,88.27999877929688,88.27999877929688,88.27999877929688,2,0,0
2020-09-23,89.0,89.0,87.0,87.0,5,0,0
2020-09-25,84.4000015258789,86.94000244140625,84.4000015258789,86.94000244140625,3,0,0
2020-10-07,127.80000305175781,127.80000305175781,127.80000305175781,127.80000305175781,3,0,0
2020-10-12,136.52999877929688,136.52999877929688,136.52999877929688,136.52999877929688,4,0,0
2020-10-19,127.0,127.0,127.0,127.0,2,0,0
2020-10-21,103.0,103.0,103.0,103.0,5,0,0
2020-10-23,88.05000305175781,88.05000305175781,88.05000305175781,88.05000305175781,22,0,0
2020-11-20,82.3499984741211,82.3499984741211,82.3499984741211,82.3499984741211,25,0,0
2020-11-23,74.9000015258789,74.9000015258789,74.9000015258789,74.9000015258789,2,0,0
2020-11-24,72.80000305175781,72.80000305175781,72.80000305175781,72.80000305175781,1,0,0
2020-11-25,72.5,72.5,72.5,72.5,1,0,0
2020-12-01,87.0,87.0,87.0,87.0,6,0,0
2020-12-21,104.1500015258789,104.1500015258789,104.1500015258789,104.1500015258789,5,0,0
2021-01-04,97.25,100.5,97.25,100.5,51,0,0
2021-01-06,89.0,91.0199966430664,89.0,91.0199966430664,24,0,0
2021-01-11,86.0,86.0,86.0,86.0,3,0,0
2021-01-12,79.69999694824219,79.69999694824219,75.5,76.05000305175781,42,0,0
2021-01-20,130.0,130.0,130.0,130.0,8,0,0
2021-02-18,113.5199966430664,113.5199966430664,112.25,112.25,3,0,0
2021-02-19,108.27999877929688,108.27999877929688,108.27999877929688,108.27999877929688,0,0,0
2021-02-26,110.0,110.0,110.0,110.0,0,0,0
2021-04-13,103.55000305175781,103.55000305175781,103.55000305175781,103.55000305175781,1,0,0
2021-04-19,95.9000015258789,100.69999694824219,95.9000015258789,100.69999694824219,7,0,0
2021-04-21,64.63999938964844,65.0,63.150001525878906,63.79999923706055,12,0,0
2021-04-22,61.220001220703125,61.220001220703125,59.95000076293945,60.11000061035156,19,0,0
2021-04-27,61.06999969482422,61.06999969482422,60.04999923706055,60.04999923706055,3,0,0
2021-04-29,57.0,57.0,57.0,57.0,1,0,0
2021-04-30,60.75,60.75,60.75,60.75,1,0,0
2021-05-03,61.5,65.80000305175781,61.5,65.80000305175781,4,0,0
2021-05-05,52.70000076293945,52.70000076293945,52.70000076293945,52.70000076293945,1,0,0
2021-05-06,49.970001220703125,49.970001220703125,49.970001220703125,49.970001220703125,1,0,0
2021-05-12,49.599998474121094,49.599998474121094,45.88999938964844,45.88999938964844,21,0,0
2021-05-17,45.0,45.0,44.25,44.25,2,0,0
2021-05-19,41.09000015258789,41.09000015258789,41.09000015258789,41.09000015258789,0,0,0
2021-05-20,54.04999923706055,55.29999923706055,54.04999923706055,55.29999923706055,3,0,0
2021-05-21,53.0,53.0,53.0,53.0,0,0,0
2021-05-25,54.150001525878906,54.150001525878906,52.13999938964844,52.13999938964844,55,0,0
2021-05-26,53.400001525878906,53.75,53.400001525878906,53.75,14,0,0
2021-05-28,54.900001525878906,54.900001525878906,54.900001525878906,54.900001525878906,10,0,0
2021-06-03,42.900001525878906,42.900001525878906,42.900001525878906,42.900001525878906,3,0,0
2021-06-04,47.099998474121094,49.54999923706055,47.099998474121094,49.54999923706055,5,0,0
2021-06-09,40.279998779296875,40.279998779296875,40.279998779296875,40.279998779296875,1,0,0
2021-06-10,39.400001525878906,39.400001525878906,39.400001525878906,39.400001525878906,1,0,0
2021-06-11,40.099998474121094,40.099998474121094,40.099998474121094,40.099998474121094,1,0,0
2021-06-18,50.0,50.0,48.66999816894531,49.15999984741211,4,0,0
2021-06-21,44.150001525878906,44.150001525878906,43.650001525878906,43.650001525878906,13,0,0
2021-06-22,56.54999923706055,56.54999923706055,56.54999923706055,56.54999923706055,1,0,0
2021-06-23,59.41999816894531,59.41999816894531,59.41999816894531,59.41999816894531,0,0,0
2021-06-24,61.29999923706055,61.29999923706055,58.79999923706055,58.79999923706055,2,0,0
