,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,2462000000.0,2188000000.0,2002000000.0,1883000000.0
Total Liab,13123000000.0,12992000000.0,14341000000.0,14915000000.0
Total Stockholder Equity,3941000000.0,3458000000.0,2949000000.0,3275000000.0
Minority Interest,105000000.0,104000000.0,70000000.0,62000000.0
Other Current Liab,540000000.0,492000000.0,618000000.0,587000000.0
Total Assets,17169000000.0,16554000000.0,17360000000.0,18252000000.0
Common Stock,1084000000.0,1157000000.0,1178000000.0,1167000000.0
Other Current Assets,150000000.0,146000000.0,181000000.0,218000000.0
Retained Earnings,4987000000.0,5341000000.0,5803000000.0,6192000000.0
Other Liab,2498000000.0,2387000000.0,2246000000.0,2456000000.0
Good Will,4933000000.0,4475000000.0,4419000000.0,4484000000.0
Treasury Stock,-2130000000.0,-3040000000.0,-4032000000.0,-4084000000.0
Other Assets,1132000000.0,1107000000.0,1055000000.0,1236000000.0
Cash,448000000.0,721000000.0,1798000000.0,1366000000.0
Total Current Liabilities,4107000000.0,4095000000.0,5577000000.0,4444000000.0
Deferred Long Term Asset Charges,325000000.0,237000000.0,241000000.0,227000000.0
Short Long Term Debt,113000000.0,8000000.0,1454000000.0,1000000.0
Other Stockholder Equity,-656000000.0,-835000000.0,-910000000.0,-954000000.0
Property Plant Equipment,4610000000.0,4542000000.0,4709000000.0,5653000000.0
Total Current Assets,3758000000.0,3940000000.0,4884000000.0,4675000000.0
Long Term Investments,274000000.0,302000000.0,291000000.0,321000000.0
Net Tangible Assets,-3454000000.0,-3205000000.0,-3472000000.0,-3092000000.0
Net Receivables,1634000000.0,1802000000.0,1631000000.0,1738000000.0
Long Term Debt,6518000000.0,6510000000.0,6337000000.0,7773000000.0
Inventory,1526000000.0,1271000000.0,1274000000.0,1353000000.0
Accounts Payable,2762000000.0,3095000000.0,3136000000.0,3430000000.0
