,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31
Change To Liabilities,0.0,0.0,164200000.0,0.0,0.0,-16700000.0,51600000.0,5200000.0,61300000.0,34300000.0
Total Cashflows From Investing Activities,-46900000.0,-58100000.0,-882300000.0,-755200000.0,1600000.0,-77000000.0,-78000000.0,-43700000.0,-45500000.0,33700000.0
Net Borrowings,-165900000.0,-120400000.0,737400000.0,706200000.0,-137600000.0,58700000.0,-229600000.0,93800000.0,18900000.0,16700000.0
Total Cash From Financing Activities,-237600000.0,-202200000.0,653600000.0,612700000.0,-234800000.0,-30900000.0,-325000000.0,4400000.0,-86100000.0,-92000000.0
Change To Operating Activities,59700000.0,14300000.0,208700000.0,-256300000.0,8900000.0,52200000.0,113800000.0,-185500000.0,-17200000.0,-6900000.0
Issuance Of Stock,19000000.0,27400000.0,2500000.0,3600000.0,2600000.0,4300000.0,3000000.0,30300000.0,5800000.0,3800000.0
Net Income,195900000.0,206100000.0,200700000.0,161800000.0,183700000.0,212400000.0,197400000.0,154900000.0,118500000.0,222900000.0
Change In Cash,14200000.0,36000000.0,202600000.0,-167500000.0,35700000.0,20800000.0,39100000.0,-13300000.0,-12600000.0,18100000.0
Repurchase Of Stock,-7100000.0,-26700000.0,-3600000.0,-5200000.0,-8200000.0,-3100000.0,-7500000.0,-20700000.0,-11600000.0,-13200000.0
Effect Of Exchange Rate,-12000000.0,25100000.0,16700000.0,7200000.0,8000000.0,-15500000.0,-13300000.0,8100000.0,-17500000.0,-19300000.0
Total Cash From Operating Activities,310700000.0,271200000.0,414600000.0,-32200000.0,260900000.0,144200000.0,455400000.0,17900000.0,136500000.0,95700000.0
Depreciation,39600000.0,42400000.0,28700000.0,48100000.0,43800000.0,47200000.0,34600000.0,49000000.0,49200000.0,46700000.0
Other Cashflows From Investing Activities,1700000.0,400000.0,400000.0,200000.0,200000.0,100000.0,10100000.0,300000.0,300000.0,2200000.0
Dividends Paid,-82500000.0,-82500000.0,-82700000.0,-90800000.0,-90800000.0,-90800000.0,-90900000.0,-99000000.0,-99200000.0,-99300000.0
Change To Inventory,-200200000.0,-200200000.0,-200200000.0,-156500000.0,-156500000.0,-156500000.0,2800000.0,-49900000.0,-110600000.0,-78000000.0
Change To Account Receivables,4800000.0,4800000.0,4800000.0,1300000.0,1300000.0,1300000.0,-23900000.0,33200000.0,14100000.0,-90900000.0
Change To Netincome,15500000.0,8400000.0,-4700000.0,14200000.0,24500000.0,4300000.0,66500000.0,11000000.0,21200000.0,-32400000.0
Capital Expenditures,-48600000.0,-58500000.0,-79700000.0,-48600000.0,-64200000.0,-77100000.0,-88100000.0,-43700000.0,-57900000.0,-65200000.0
Investments,,65400000.0,65400000.0,65400000.0,65400000.0,,,,,
Other Cashflows From Financing Activities,-1100000.0,-1100000.0,-1100000.0,-1100000.0,-800000.0,,,,,
