,2017-11-30,2018-11-30,2019-11-30,2020-11-30
Change To Liabilities,98200000.0,72800000.0,128200000.0,164200000.0
Total Cashflows From Investing Activities,-4508300000.0,-158500000.0,-171000000.0,-1025600000.0
Net Borrowings,3582300000.0,-466500000.0,-406700000.0,555800000.0
Total Cash From Financing Activities,3756000000.0,-751100000.0,-725800000.0,220900000.0
Change To Operating Activities,6800000.0,-91800000.0,-81500000.0,133800000.0
Issuance Of Stock,584400000.0,78200000.0,90900000.0,56600000.0
Net Income,477400000.0,933400000.0,702700000.0,747400000.0
Change In Cash,68400000.0,-90200000.0,58800000.0,268200000.0
Repurchase Of Stock,-143600000.0,-73900000.0,-107800000.0,-60300000.0
Effect Of Exchange Rate,5400000.0,-1800000.0,8800000.0,31600000.0
Total Cash From Operating Activities,815300000.0,821200000.0,946800000.0,1041300000.0
Depreciation,110700000.0,136700000.0,145100000.0,152600000.0
Other Cashflows From Investing Activities,1500000.0,14800000.0,2700000.0,2700000.0
Dividends Paid,-237600000.0,-273400000.0,-302200000.0,-330100000.0
Change To Inventory,44600000.0,-10000000.0,-20900000.0,-200200000.0
Change To Account Receivables,-13000000.0,19800000.0,12200000.0,4800000.0
Other Cashflows From Financing Activities,-29500000.0,-15500000.0,-1100000.0,-1100000.0
Change To Netincome,76100000.0,-253700000.0,47300000.0,26300000.0
Capital Expenditures,-182400000.0,-169100000.0,-173700000.0,-225300000.0
