,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,12600000.0,400000.0,25300000.0,36600000.0,16800000.0
Total Cashflows From Investing Activities,-133600000.0,-100800000.0,-228000000.0,-179500000.0,-253100000.0
Net Borrowings,-34900000.0,-100000.0,62100000.0,-2300000.0,-2200000.0
Total Cash From Financing Activities,-109000000.0,-80700000.0,-36800000.0,-137100000.0,-168100000.0
Change To Operating Activities,-10700000.0,22100000.0,12200000.0,73400000.0,-600000.0
Issuance Of Stock,40100000.0,32300000.0,32700000.0,34700000.0,37100000.0
Net Income,150700000.0,206900000.0,241700000.0,346200000.0,661800000.0
Change In Cash,32900000.0,101500000.0,101700000.0,176400000.0,147100000.0
Repurchase Of Stock,-74400000.0,-70800000.0,-85300000.0,-121400000.0,-151900000.0
Effect Of Exchange Rate,12200000.0,-5600000.0,-700000.0,20500000.0,-15700000.0
Total Cash From Operating Activities,263300000.0,288600000.0,367200000.0,472500000.0,584000000.0
Depreciation,96700000.0,104400000.0,103400000.0,109100000.0,122300000.0
Other Cashflows From Investing Activities,3200000.0,3900000.0,2400000.0,-5100000.0,2500000.0
Dividends Paid,-39100000.0,-42100000.0,-45100000.0,-48100000.0,-51100000.0
Change To Inventory,-3600000.0,-7000000.0,-18600000.0,-73700000.0,-86500000.0
Change To Account Receivables,-39700000.0,-43800000.0,-33300000.0,-46600000.0,-123500000.0
Change To Netincome,57300000.0,5600000.0,36500000.0,27500000.0,-6300000.0
Capital Expenditures,-130800000.0,-104700000.0,-126400000.0,-174400000.0,-253400000.0
Investments,-85100000.0,-85100000.0,-85100000.0,,
Other Cashflows From Financing Activities,-700000.0,-1200000.0,-1200000.0,,
