,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,354115000.0,341999000.0,331189000.0,320804000.0,1062759000.0,1109027000.0
Capital Surplus,843998000.0,872963000.0,905332000.0,941960000.0,962557000.0,1010212000.0
Total Liab,553268000.0,594018000.0,621163000.0,1170797000.0,2533012000.0,2482165000.0
Total Stockholder Equity,1829328000.0,1898145000.0,1986111000.0,2060993000.0,2107991000.0,2200773000.0
Other Current Liab,423037000.0,436504000.0,461278000.0,420535000.0,484482000.0,495250000.0
Total Assets,2382596000.0,2492163000.0,2607274000.0,3231790000.0,4641003000.0,4682938000.0
Common Stock,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0
Other Current Assets,3245000.0,3157000.0,2479000.0,4574000.0,3959000.0,5599000.0
Retained Earnings,1018778000.0,1058062000.0,1112156000.0,1149132000.0,1174662000.0,1218832000.0
Other Liab,44880000.0,46103000.0,40607000.0,37322000.0,225650000.0,230722000.0
Good Will,840028000.0,840028000.0,838428000.0,851629000.0,2309434000.0,2355144000.0
Treasury Stock,-33929000.0,-33361000.0,-31858000.0,-30580000.0,-29709000.0,-28752000.0
Other Assets,21121000.0,58105000.0,55209000.0,57608000.0,54883000.0,58401000.0
Cash,351336000.0,518685000.0,603623000.0,1250752000.0,216773000.0,234128000.0
Total Current Liabilities,494262000.0,535045000.0,564277000.0,525356000.0,765779000.0,816225000.0
Short Long Term Debt,,,,,30000000.0,30000000.0
Other Stockholder Equity,-46000.0,-46000.0,-46000.0,-46000.0,-46000.0,-46000.0
Property Plant Equipment,191626000.0,186154000.0,186738000.0,188487000.0,205942000.0,217194000.0
Total Current Assets,873942000.0,990599000.0,1113070000.0,1700352000.0,928928000.0,878256000.0
Long Term Investments,101764000.0,75278000.0,82640000.0,112910000.0,79057000.0,64916000.0
Net Tangible Assets,635185000.0,716118000.0,816494000.0,888560000.0,-1264202000.0,-1263398000.0
Short Term Investments,52352000.0,55595000.0,72187000.0,59030000.0,51223000.0,49355000.0
Net Receivables,433666000.0,383419000.0,403917000.0,347890000.0,604560000.0,541628000.0
Long Term Debt,,,,591483000.0,1519465000.0,1397870000.0
Accounts Payable,8640000.0,11073000.0,14011000.0,12386000.0,106727000.0,100569000.0
