,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,898406000.0,1043904000.0,550022000.0,551526000.0
Total Liab,2683003000.0,2702588000.0,1830112000.0,1874214000.0
Total Stockholder Equity,3880990000.0,3866990000.0,3647145000.0,3474664000.0
Minority Interest,10478000.0,11202000.0,15310000.0,15049000.0
Other Current Liab,165955000.0,123868000.0,106196000.0,136197000.0
Total Assets,6574471000.0,6580780000.0,5492567000.0,5363927000.0
Common Stock,2002825000.0,1996843000.0,1990880000.0,1983047000.0
Other Current Assets,57000.0,1377000.0,538000.0,451000.0
Retained Earnings,1939408000.0,1872533000.0,1786878000.0,1699971000.0
Other Liab,324870000.0,353305000.0,249803000.0,247358000.0
Good Will,3026049000.0,2926551000.0,2417956000.0,2371789000.0
Treasury Stock,-61243000.0,-2386000.0,-130613000.0,-208354000.0
Other Assets,52720000.0,57614000.0,55172000.0,51969000.0
Cash,220531000.0,252502000.0,312028000.0,255627000.0
Total Current Liabilities,577920000.0,505867000.0,435418000.0,479549000.0
Other Stockholder Equity,-61243000.0,-2386000.0,-130613000.0,-208354000.0
Property Plant Equipment,1385542000.0,1376636000.0,1319107000.0,1291515000.0
Total Current Assets,1211754000.0,1176075000.0,1150310000.0,1097128000.0
Net Tangible Assets,-43465000.0,-103465000.0,679167000.0,551349000.0
Net Receivables,609406000.0,556117000.0,503724000.0,503172000.0
Long Term Debt,1650540000.0,1713199000.0,1020554000.0,1022156000.0
Inventory,315067000.0,294132000.0,278593000.0,276970000.0
Accounts Payable,156950000.0,134471000.0,124944000.0,133532000.0
