,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,342839000.0,343919000.0,349105000.0,335021000.0,331092000.0,320981000.0,308947000.0
Capital Surplus,1400105000.0,1410534000.0,1438038000.0,2889923000.0,2907981000.0,2913383000.0,2920007000.0
Total Liab,5964092000.0,5906602000.0,5982352000.0,4347749000.0,4431155000.0,4937093000.0,5168511000.0
Total Stockholder Equity,4024472000.0,4124881000.0,4268227000.0,5746384000.0,6165549000.0,5694116000.0,5625266000.0
Minority Interest,181689000.0,200500000.0,200367000.0,196169000.0,200222000.0,201116000.0,180341000.0
Other Current Liab,73119000.0,67632000.0,215083000.0,85052000.0,133889000.0,102047000.0,538341000.0
Total Assets,10170253000.0,10231983000.0,10450946000.0,10290302000.0,10796926000.0,10832325000.0,10974118000.0
Common Stock,1064000.0,1065000.0,1069000.0,1167000.0,1169000.0,1170000.0,1170000.0
Other Current Assets,109874000.0,119171000.0,13865000.0,160234000.0,81741000.0,160415000.0,5798000.0
Retained Earnings,3054434000.0,3111749000.0,3155252000.0,3205408000.0,3584400000.0,3145999000.0,3096539000.0
Other Liab,1294849000.0,1236936000.0,1296357000.0,1252742000.0,1260311000.0,1188012000.0,1162860000.0
Good Will,1571280000.0,1603049000.0,1665520000.0,1629169000.0,1640720000.0,1623471000.0,1597627000.0
Treasury Stock,-431131000.0,-398467000.0,-326132000.0,-350114000.0,-328001000.0,-366436000.0,-392450000.0
Other Assets,77013000.0,78757000.0,82976000.0,134730000.0,84023000.0,85816000.0,97498000.0
Cash,736696000.0,702073000.0,746724000.0,569859000.0,823572000.0,595049000.0,439272000.0
Total Current Liabilities,1420803000.0,1612739000.0,1801849000.0,953256000.0,984928000.0,1591042000.0,1874335000.0
Deferred Long Term Asset Charges,,,20317000.0,,,,18797000.0
Short Long Term Debt,405609000.0,603196000.0,802925000.0,616000.0,,,388500000.0
Other Stockholder Equity,-431131000.0,-398467000.0,-326132000.0,-350114000.0,-328001000.0,-366436000.0,-392450000.0
Property Plant Equipment,5272567000.0,5375501000.0,5490917000.0,5518540000.0,5682657000.0,5821447000.0,6064357000.0
Total Current Assets,2292409000.0,2227012000.0,2206184000.0,2009394000.0,2151354000.0,2078106000.0,2007981000.0
Long Term Investments,614145000.0,603745000.0,656244000.0,663448000.0,907080000.0,902504000.0,897708000.0
Net Tangible Assets,2110353000.0,2177913000.0,2253602000.0,3782194000.0,4193737000.0,3749664000.0,3718692000.0
Net Receivables,594583000.0,577688000.0,637827000.0,593522000.0,513478000.0,577044000.0,700058000.0
Long Term Debt,3073571000.0,2881957000.0,2709952000.0,1971738000.0,1985625000.0,1963519000.0,1930308000.0
Inventory,851256000.0,828080000.0,750237000.0,685779000.0,732563000.0,745598000.0,812920000.0
Accounts Payable,523160000.0,465644000.0,483221000.0,492532000.0,535153000.0,545922000.0,647986000.0
