,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-5592000.0,-6250000.0,-8196000.0,-8196000.0
Change To Liabilities,257467000.0,-38075000.0,-61273000.0,33877000.0
Total Cashflows From Investing Activities,-58619000.0,-29661000.0,-22110000.0,-3407000.0
Net Borrowings,-95000000.0,-231000000.0,-120000000.0,-201000000.0
Total Cash From Financing Activities,-158538000.0,-316800000.0,-175258000.0,-236368000.0
Change To Operating Activities,-11161000.0,-33290000.0,3415000.0,9725000.0
Issuance Of Stock,145000.0,17361000.0,1253000.0,22070000.0
Net Income,-78481000.0,179514000.0,178372000.0,177835000.0
Change In Cash,-25230000.0,-165549000.0,-41742000.0,110295000.0
Repurchase Of Stock,-3431000.0,-46507000.0,-46507000.0,-955000.0
Effect Of Exchange Rate,-4351000.0,10996000.0,11627000.0,19805000.0
Total Cash From Operating Activities,196278000.0,169916000.0,143999000.0,330265000.0
Depreciation,37859000.0,38045000.0,39864000.0,4489000.0
Other Cashflows From Investing Activities,6384000.0,15098000.0,4824000.0,17780000.0
Dividends Paid,-56752000.0,-56654000.0,-56511000.0,-56483000.0
Change To Inventory,-14181000.0,18184000.0,-52396000.0,-47317000.0
Change To Account Receivables,-20640000.0,-35369000.0,16110000.0,88523000.0
Other Cashflows From Financing Activities,-3500000.0,-3500000.0,-3500000.0,-3500000.0
Change To Netincome,15392000.0,30883000.0,9883000.0,22114000.0
Capital Expenditures,-26362000.0,-34942000.0,-13501000.0,-17970000.0
