Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-02,45.5,46.970001220703125,43.20000076293945,43.20000076293945,6,0,0
2022-05-03,49.70000076293945,49.70000076293945,49.70000076293945,49.70000076293945,2,0,0
2022-05-09,36.11000061035156,37.349998474121094,36.11000061035156,37.349998474121094,2,0,0
2022-05-11,28.3799991607666,28.3799991607666,28.3799991607666,28.3799991607666,1,0,0
2022-05-24,16.0,18.899999618530273,14.5,18.899999618530273,85,0,0
2022-05-25,16.799999237060547,18.520000457763672,16.799999237060547,18.520000457763672,3,0,0
2022-05-26,20.25,26.3799991607666,20.25,26.3799991607666,10,0,0
2022-05-27,27.0,29.299999237060547,27.0,28.979999542236328,72,0,0
2022-05-31,29.049999237060547,29.049999237060547,29.049999237060547,29.049999237060547,30,0,0
2022-06-01,28.100000381469727,28.100000381469727,28.100000381469727,28.100000381469727,2,0,0
2022-06-02,27.1299991607666,32.099998474121094,27.1299991607666,32.099998474121094,61,0,0
2022-06-03,29.0,29.0,25.110000610351562,25.110000610351562,12,0,0
