,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,-59800000.0,24000000.0,41700000.0,-17000000.0,-11000000.0,-11000000.0
Total Cashflows From Investing Activities,34900000.0,-23800000.0,-1101600000.0,-103000000.0,-176000000.0,-40000000.0
Net Borrowings,716300000.0,2700000.0,2700000.0,34000000.0,-15000000.0,-154000000.0
Total Cash From Financing Activities,658100000.0,-23900000.0,-14300000.0,-53000000.0,-25000000.0,-179000000.0
Change To Operating Activities,23600000.0,80300000.0,39000000.0,-108000000.0,76000000.0,54000000.0
Issuance Of Stock,1600000.0,600000.0,5000000.0,33000000.0,12000000.0,2000000.0
Net Income,-95400000.0,53800000.0,98500000.0,117000000.0,99000000.0,103000000.0
Change In Cash,873200000.0,162900000.0,-834100000.0,-120000000.0,14000000.0,-51000000.0
Effect Of Exchange Rate,5100000.0,3500000.0,18300000.0,-13000000.0,1000000.0,-4000000.0
Total Cash From Operating Activities,175100000.0,207100000.0,263500000.0,49000000.0,214000000.0,172000000.0
Depreciation,78900000.0,88100000.0,87600000.0,74000000.0,88000000.0,99000000.0
Other Cashflows From Investing Activities,48100000.0,-600000.0,100000.0,1000000.0,1000000.0,1000000.0
Dividends Paid,-21900000.0,-21900000.0,-22100000.0,-22000000.0,-22000000.0,-24000000.0
Change To Inventory,56300000.0,74800000.0,50200000.0,-50000000.0,-27000000.0,-5000000.0
Change To Account Receivables,215400000.0,-119600000.0,-23100000.0,11000000.0,-28000000.0,-81000000.0
Other Cashflows From Financing Activities,-37900000.0,-2600000.0,100000.0,-8000000.0,-3000000.0,-3000000.0
Change To Netincome,-23400000.0,-600000.0,-2900000.0,28000000.0,19000000.0,-6000000.0
Capital Expenditures,-13200000.0,-21200000.0,-27000000.0,-30000000.0,-36000000.0,-35000000.0
Repurchase Of Stock,-90000000.0,-90000000.0,-90000000.0,-90000000.0,,
