,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,44200000.0,7000000.0,26000000.0,-23000000.0
Total Cashflows From Investing Activities,-286400000.0,-253000000.0,-69000000.0,-1106000000.0
Net Borrowings,-3400000.0,51000000.0,-200000000.0,749000000.0
Total Cash From Financing Activities,-400800000.0,-250000000.0,-466000000.0,490000000.0
Change To Operating Activities,-42200000.0,-57000000.0,47000000.0,11000000.0
Issuance Of Stock,82300000.0,28000000.0,109000000.0,11000000.0
Net Income,-1550000000.0,-1011000000.0,263000000.0,-83000000.0
Change In Cash,-63300000.0,-11000000.0,95000000.0,33000000.0
Repurchase Of Stock,-401400000.0,-250000000.0,-260000000.0,-140000000.0
Effect Of Exchange Rate,22000000.0,-8000000.0,-3000000.0,14000000.0
Total Cash From Operating Activities,601900000.0,500000000.0,633000000.0,635000000.0
Depreciation,316400000.0,331000000.0,323000000.0,334000000.0
Other Cashflows From Investing Activities,5600000.0,6000000.0,40000000.0,57000000.0
Dividends Paid,-78300000.0,-79000000.0,-81000000.0,-88000000.0
Change To Inventory,-62900000.0,-20000000.0,14000000.0,124000000.0
Change To Account Receivables,-63400000.0,24000000.0,-91000000.0,126000000.0
Other Cashflows From Financing Activities,-34000000.0,-34000000.0,-34000000.0,-42000000.0
Change To Netincome,1977700000.0,1211000000.0,64000000.0,180000000.0
Capital Expenditures,-144300000.0,-183000000.0,-123000000.0,-87000000.0
Investments,-2500000.0,50000000.0,1000000.0,
