,2021-04-03,2020-12-31,2020-09-26,2020-06-27
Investments,-212209000.0,-163957000.0,-351084000.0,3600000.0
Change To Liabilities,122748000.0,-143201000.0,286040000.0,46452000.0
Total Cashflows From Investing Activities,-333282000.0,-324100000.0,-420227000.0,-77039000.0
Net Borrowings,1841000.0,310000.0,-131839000.0,-12315000.0
Total Cash From Financing Activities,-120183000.0,-119146000.0,-132008000.0,-24232000.0
Change To Operating Activities,-19342000.0,-91863000.0,-10119000.0,42428000.0
Net Income,236807000.0,248221000.0,205117000.0,-48257000.0
Change In Cash,-211363000.0,-12613000.0,43526000.0,474626000.0
Repurchase Of Stock,-122876000.0,-119985000.0,-123000.0,-21000.0
Effect Of Exchange Rate,-17503000.0,22788000.0,-2738000.0,7376000.0
Total Cash From Operating Activities,259605000.0,407845000.0,598499000.0,568521000.0
Depreciation,151216000.0,270453000.0,151342000.0,154094000.0
Change To Inventory,-109550000.0,-31551000.0,82924000.0,281859000.0
Change To Account Receivables,-138764000.0,155740000.0,-113917000.0,71940000.0
Other Cashflows From Financing Activities,852000.0,529000.0,-46000.0,-11896000.0
Change To Netincome,16490000.0,46000.0,-2888000.0,20005000.0
Capital Expenditures,-114735000.0,-160143000.0,-69143000.0,-80639000.0
