,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,50819000000.0,53243000000.0,56698000000.0,59171000000.0
Capital Surplus,43852000000.0,44325000000.0,44435000000.0,44444000000.0
Total Liab,74762000000.0,80599000000.0,75306000000.0,78916000000.0
Total Stockholder Equity,37605000000.0,37822000000.0,50158000000.0,49094000000.0
Minority Interest,68000000.0,60000000.0,72000000.0,66000000.0
Other Current Liab,4090000000.0,4445000000.0,5393000000.0,7977000000.0
Total Assets,112435000000.0,118481000000.0,125536000000.0,128076000000.0
Common Stock,292000000.0,292000000.0,292000000.0,292000000.0
Other Current Assets,3361000000.0,3167000000.0,2985000000.0,2311000000.0
Retained Earnings,22204000000.0,21281000000.0,32414000000.0,31565000000.0
Other Liab,12100000000.0,12340000000.0,12755000000.0,12939000000.0
Good Will,20524000000.0,20547000000.0,20517000000.0,20578000000.0
Treasury Stock,-28743000000.0,-28076000000.0,-26983000000.0,-27207000000.0
Other Assets,2732000000.0,3245000000.0,2925000000.0,3094000000.0
Cash,10982000000.0,14546000000.0,19435000000.0,19934000000.0
Total Current Liabilities,17330000000.0,19080000000.0,20464000000.0,23421000000.0
Deferred Long Term Asset Charges,793000000.0,1161000000.0,913000000.0,1088000000.0
Short Long Term Debt,1500000000.0,2000000000.0,3250000000.0,4253000000.0
Other Stockholder Equity,-1544000000.0,-1839000000.0,-1699000000.0,-1556000000.0
Property Plant Equipment,6613000000.0,6745000000.0,6458000000.0,6483000000.0
Total Current Assets,27111000000.0,30192000000.0,34277000000.0,34343000000.0
Long Term Investments,4636000000.0,4509000000.0,4661000000.0,4407000000.0
Net Tangible Assets,-33738000000.0,-35968000000.0,-27057000000.0,-30655000000.0
Short Term Investments,2155000000.0,1904000000.0,1846000000.0,1859000000.0
Net Receivables,8660000000.0,8501000000.0,8062000000.0,7855000000.0
Long Term Debt,44505000000.0,48346000000.0,41365000000.0,41853000000.0
Inventory,1953000000.0,2074000000.0,1949000000.0,2384000000.0
Accounts Payable,2972000000.0,2713000000.0,2441000000.0,2852000000.0
