Date,Open,High,Low,Close,Adj Close,Volume
2020-12-10-00-00-00,146.0,165.0,141.25,144.71000700000002,144.71000700000002,70447500
2020-12-11-00-00-00,146.550003,151.5,135.100006,139.25,139.25,26980800
2020-12-14-00-00-00,135.0,135.300003,125.160004,130.0,130.0,16966100
2020-12-15-00-00-00,126.690002,127.599998,121.5,124.800003,124.800003,10914400
2020-12-16-00-00-00,125.83000200000001,142.0,124.910004,137.990005,137.990005,20409600
2020-12-17-00-00-00,143.0,152.449997,142.669998,147.050003,147.050003,15054700
2020-12-18-00-00-00,150.449997,159.0,150.300003,157.300003,157.300003,15954200
2020-12-21-00-00-00,155.309998,172.0,145.110001,163.020004,163.020004,17788100
2020-12-22-00-00-00,170.0,174.970001,161.050003,163.190002,163.190002,9872600
2020-12-23-00-00-00,162.813995,168.25,155.5,158.009995,158.009995,5852500
2020-12-24-00-00-00,159.16000400000001,162.78999299999998,154.112,154.83999599999999,154.83999599999999,3621400
2020-12-28-00-00-00,158.600006,163.639999,147.520004,149.0,149.0,6229200
2020-12-29-00-00-00,150.0,151.651001,143.119995,150.0,150.0,5402300
2020-12-30-00-00-00,151.33999599999999,152.813004,145.600006,148.429993,148.429993,3462400
2020-12-31-00-00-00,146.899994,147.889999,144.509995,146.800003,146.800003,2791900
