,2018-02-02,2019-02-01,2020-01-31,2021-01-29
Intangible Assets,1200428000.0,1200217000.0,1200006000.0,1199870000.0
Capital Surplus,3196462000.0,3252421000.0,3322531000.0,3446612000.0
Total Liab,6391137000.0,6786645000.0,16122584000.0,19201386000.0
Total Stockholder Equity,6125774000.0,6417393000.0,6702500000.0,6661238000.0
Other Current Liab,174279000.0,215742000.0,280079000.0,324710000.0
Total Assets,12516911000.0,13204038000.0,22825084000.0,25862624000.0
Common Stock,235141000.0,227072000.0,220444000.0,210687000.0
Retained Earnings,2698352000.0,2941107000.0,3162660000.0,3006102000.0
Other Liab,821646000.0,908048000.0,847903000.0,974240000.0
Good Will,4338589000.0,4338589000.0,4338589000.0,4338589000.0
Treasury Stock,-4181000.0,-3207000.0,-3135000.0,-2163000.0
Other Assets,28760000.0,31406000.0,34079000.0,36619000.0
Cash,267441000.0,235487000.0,240320000.0,1376577000.0
Total Current Liabilities,2964878000.0,3015857000.0,4543005000.0,5710783000.0
Other Stockholder Equity,-4181000.0,-3207000.0,-3135000.0,-2163000.0
Property Plant Equipment,2701282000.0,2970806000.0,12074542000.0,13373327000.0
Total Current Assets,4247852000.0,4663020000.0,5177868000.0,6914219000.0
Net Tangible Assets,586757000.0,878587000.0,1163905000.0,1122779000.0
Net Receivables,108265000.0,57804000.0,76537000.0,90760000.0
Long Term Debt,2604613000.0,2862740000.0,2911993000.0,4130975000.0
Inventory,3609025000.0,4097004000.0,4676848000.0,5247477000.0
Accounts Payable,2009771000.0,2385469000.0,2860682000.0,3614089000.0
Short Long Term Debt,401345000.0,1950000.0,,
