,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28,2022-04-29,2022-07-29
Change To Liabilities,450792000.0,358888000.0,-174210000.0,-295206000.0,49824000.0,183626000.0,160491000.0,172110000.0,450236000.0
Total Cashflows From Investing Activities,-228148000.0,-272895000.0,-328899000.0,-276923000.0,-239738000.0,-258777000.0,-290119000.0,-280844000.0,-375774000.0
Net Borrowings,-482000.0,-1527000.0,-2076000.0,-1753000.0,17217000.0,-21176000.0,53610000.0,702266000.0,334271000.0
Total Cash From Financing Activities,-657169000.0,-963471000.0,-986586000.0,-1114590000.0,-749204000.0,-475399000.0,-492809000.0,-177888000.0,-132076000.0
Change To Operating Activities,174377000.0,97230000.0,28836000.0,-180810000.0,78710000.0,63347000.0,-53540000.0,-150916000.0,84452000.0
Net Income,787601000.0,574260000.0,642743000.0,677749000.0,637019000.0,487031000.0,597433000.0,552657000.0,678030000.0
Change In Cash,285692000.0,-760161000.0,-822866000.0,-688522000.0,-374389000.0,174996000.0,-143833000.0,-9216000.0,-9350000.0
Repurchase Of Stock,-601536000.0,-901930000.0,-899888000.0,-1000352000.0,-699796000.0,-359759000.0,-489762000.0,-746773000.0,-348623000.0
Total Cash From Operating Activities,1171009000.0,476205000.0,492619000.0,702991000.0,614553000.0,909172000.0,639095000.0,449516000.0,498500000.0
Depreciation,140962000.0,145849000.0,149771000.0,154146000.0,158536000.0,162263000.0,166371000.0,172563000.0,177159000.0
Dividends Paid,-89651000.0,-88362000.0,-87296000.0,-99832000.0,-98275000.0,-97313000.0,-96768000.0,-125262000.0,-124200000.0
Change To Inventory,-283945000.0,-636218000.0,-223566000.0,135732000.0,-215770000.0,-80059000.0,-390017000.0,-538921000.0,-989823000.0
Other Cashflows From Financing Activities,34500000.0,28348000.0,2674000.0,-12653000.0,31650000.0,2849000.0,40111000.0,-8119000.0,6476000.0
Change To Netincome,9826000.0,16692000.0,43316000.0,95367000.0,66327000.0,83168000.0,138715000.0,177209000.0,160431000.0
Capital Expenditures,-228733000.0,-273431000.0,-330365000.0,-277730000.0,-240736000.0,-260940000.0,-291054000.0,-281580000.0,-377204000.0
