,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,3339000000.0,3402000000.0,3438000000.0,3400000000.0
Capital Surplus,9555000000.0,9655000000.0,9668000000.0,9831000000.0
Total Liab,11598000000.0,11631000000.0,11381000000.0,11334000000.0
Total Stockholder Equity,11081000000.0,10917000000.0,10791000000.0,10094000000.0
Minority Interest,228000000.0,206000000.0,325000000.0,322000000.0
Other Current Liab,839000000.0,926000000.0,766000000.0,637000000.0
Total Assets,22907000000.0,22754000000.0,22497000000.0,21750000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,776000000.0,1162000000.0,1405000000.0,953000000.0
Retained Earnings,1912000000.0,1657000000.0,1525000000.0,674000000.0
Other Liab,999000000.0,1056000000.0,990000000.0,1030000000.0
Good Will,3403000000.0,3408000000.0,3409000000.0,3409000000.0
Treasury Stock,-392000000.0,-401000000.0,-408000000.0,-417000000.0
Other Assets,4334000000.0,4418000000.0,4388000000.0,4800000000.0
Cash,5765000000.0,4502000000.0,5061000000.0,4645000000.0
Total Current Liabilities,2985000000.0,2213000000.0,2012000000.0,1906000000.0
Deferred Long Term Asset Charges,3853000000.0,3963000000.0,3963000000.0,4358000000.0
Short Long Term Debt,749000000.0,,,
Other Stockholder Equity,-392000000.0,-401000000.0,-408000000.0,-417000000.0
Property Plant Equipment,2100000000.0,2080000000.0,2044000000.0,2037000000.0
Total Current Assets,8694000000.0,8440000000.0,8463000000.0,7486000000.0
Long Term Investments,1037000000.0,1006000000.0,755000000.0,618000000.0
Net Tangible Assets,4339000000.0,4107000000.0,3944000000.0,3285000000.0
Net Receivables,2153000000.0,2776000000.0,1997000000.0,1888000000.0
Long Term Debt,7201000000.0,7949000000.0,7947000000.0,7946000000.0
Accounts Payable,237000000.0,185000000.0,271000000.0,240000000.0
