,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30,2022-06-30
Intangible Assets,3251000000.0,2987000000.0,3056000000.0,3400000000.0,3353000000.0,3678000000.0
Capital Surplus,,,9891000000.0,9831000000.0,9453000000.0,9098000000.0
Total Liab,4101000000.0,3252000000.0,9362000000.0,11334000000.0,11540000000.0,10622000000.0
Total Stockholder Equity,6093000000.0,9594000000.0,9947000000.0,10094000000.0,11123000000.0,11339000000.0
Minority Interest,154000000.0,275000000.0,200000000.0,322000000.0,263000000.0,224000000.0
Other Current Liab,1328000000.0,1080000000.0,683000000.0,637000000.0,855000000.0,895000000.0
Total Assets,10348000000.0,13121000000.0,19509000000.0,21750000000.0,22926000000.0,22185000000.0
Common Stock,6152000000.0,9513000000.0,7000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,1095000000.0,1247000000.0,1277000000.0,953000000.0,834000000.0,953000000.0
Retained Earnings,,,357000000.0,674000000.0,1982000000.0,2461000000.0
Other Liab,2059000000.0,1493000000.0,899000000.0,1030000000.0,927000000.0,715000000.0
Good Will,2750000000.0,2747000000.0,2691000000.0,3409000000.0,3435000000.0,3554000000.0
Treasury Stock,-59000000.0,81000000.0,-308000000.0,-417000000.0,-318000000.0,-226000000.0
Other Assets,363000000.0,363000000.0,5106000000.0,4800000000.0,4313000000.0,3935000000.0
Cash,19000000.0,2500000000.0,3234000000.0,4645000000.0,5886000000.0,5200000000.0
Total Current Liabilities,2042000000.0,1759000000.0,1712000000.0,1906000000.0,3002000000.0,2296000000.0
Deferred Long Term Asset Charges,,,4651000000.0,4358000000.0,3822000000.0,3440000000.0
Other Stockholder Equity,-59000000.0,81000000.0,-308000000.0,-417000000.0,-318000000.0,-226000000.0
Property Plant Equipment,1123000000.0,1169000000.0,1313000000.0,2037000000.0,2177000000.0,2159000000.0
Total Current Assets,2807000000.0,5580000000.0,6478000000.0,7486000000.0,8749000000.0,8281000000.0
Long Term Investments,54000000.0,275000000.0,865000000.0,618000000.0,899000000.0,578000000.0
Net Tangible Assets,92000000.0,3860000000.0,4200000000.0,3285000000.0,4335000000.0,4107000000.0
Net Receivables,1693000000.0,1833000000.0,1967000000.0,1888000000.0,2029000000.0,2128000000.0
Long Term Debt,,,6751000000.0,7946000000.0,7202000000.0,7206000000.0
Accounts Payable,219000000.0,149000000.0,194000000.0,240000000.0,229000000.0,302000000.0
Short Long Term Debt,,,,,749000000.0,
Inventory,,,1129000000.0,,,
