,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,-34409000.0,27897000.0,26587000.0,304385000.0,-149810000.0,-184527000.0,36482000.0,85140000.0,118800000.0,79229000.0
Change To Liabilities,-5655000.0,33860000.0,62268000.0,16696000.0,101821000.0,58579000.0,50678000.0,12976000.0,39820000.0,106836000.0
Total Cashflows From Investing Activities,-46803000.0,15814000.0,20643000.0,-115080000.0,-159254000.0,-191644000.0,-41993000.0,79912000.0,109475000.0,70722000.0
Net Borrowings,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0
Total Cash From Financing Activities,25556000.0,-56707000.0,17715000.0,-506956000.0,28019000.0,-7058000.0,-116025000.0,-132186000.0,-222038000.0,-6259000.0
Change To Operating Activities,-27838000.0,-48149000.0,-61523000.0,-25929000.0,-42166000.0,-116928000.0,-80233000.0,-34687000.0,-80257000.0,-88505000.0
Issuance Of Stock,30556000.0,836000.0,27196000.0,1491000.0,36011000.0,1054000.0,27581000.0,1047000.0,35053000.0,859000.0
Net Income,69872000.0,77663000.0,87678000.0,43241000.0,89604000.0,110718000.0,93559000.0,56236000.0,83019000.0,89346000.0
Change In Cash,138161000.0,135300000.0,177376000.0,-494721000.0,51682000.0,-2830000.0,-68513000.0,74099000.0,-43798000.0,216086000.0
Repurchase Of Stock,-52543000.0,-52543000.0,-4481000.0,-503447000.0,-2992000.0,-3112000.0,-138606000.0,-128233000.0,-252091000.0,-2118000.0
Effect Of Exchange Rate,234000.0,289000.0,1655000.0,-1161000.0,613000.0,-1181000.0,-861000.0,-136000.0,-2636000.0,-2732000.0
Total Cash From Operating Activities,159174000.0,175904000.0,137363000.0,128476000.0,182304000.0,197053000.0,90366000.0,126509000.0,71401000.0,154355000.0
Depreciation,26225000.0,26520000.0,27660000.0,28525000.0,28800000.0,30439000.0,30260000.0,29538000.0,28600000.0,27211000.0
Change To Inventory,2116000.0,928000.0,1443000.0,1884000.0,1922000.0,594000.0,1260000.0,-7088000.0,-15904000.0,-24578000.0
Change To Account Receivables,33707000.0,8478000.0,-54416000.0,-25233000.0,-9036000.0,42396000.0,-77223000.0,4446000.0,-43360000.0,-14468000.0
Change To Netincome,60747000.0,76604000.0,74253000.0,89292000.0,11359000.0,71255000.0,72065000.0,65088000.0,59483000.0,58513000.0
Capital Expenditures,-12394000.0,-12083000.0,-4697000.0,-9393000.0,-9444000.0,-7117000.0,-10564000.0,-5228000.0,-9325000.0,-8507000.0
