Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01-00-00-00,75.989998,77.089996,75.239998,75.449997,75.449997,7141700
2016-11-02-00-00-00,75.150002,75.650002,74.91999799999999,75.0,75.0,4084800
2016-11-03-00-00-00,75.040001,75.400002,73.730003,74.139999,74.139999,3883200
2016-11-04-00-00-00,74.139999,75.18,73.860001,74.370003,74.370003,4280800
2016-11-07-00-00-00,75.639999,77.0,75.410004,76.300003,76.300003,5977500
2016-11-08-00-00-00,76.360001,77.040001,76.0,76.550003,76.550003,4031100
2016-11-09-00-00-00,75.230003,76.550003,74.910004,75.900002,75.900002,6880900
2016-11-10-00-00-00,76.220001,76.730003,72.269997,73.629997,73.629997,10200200
2016-11-11-00-00-00,73.800003,75.07,73.800003,74.589996,74.589996,8881800
2016-11-14-00-00-00,74.910004,75.040001,72.540001,72.760002,72.760002,7241700
2016-11-15-00-00-00,74.489998,74.730003,73.309998,74.019997,74.019997,6216400
2016-11-16-00-00-00,74.209999,74.610001,73.139999,73.309998,73.309998,10638700
2016-11-17-00-00-00,73.709999,75.410004,73.32,75.190002,75.190002,12539100
2016-11-18-00-00-00,79.57,80.370003,77.260002,77.769997,77.769997,19903000
2016-11-21-00-00-00,78.059998,78.309998,75.800003,76.150002,76.150002,8549800
2016-11-22-00-00-00,75.739998,76.660004,75.099998,75.57,75.57,7873800
2016-11-23-00-00-00,75.089996,75.199997,73.540001,73.949997,73.949997,8233800
2016-11-25-00-00-00,73.959999,74.16999799999999,73.5,73.730003,73.730003,2346100
2016-11-28-00-00-00,73.550003,73.93,72.790001,72.93,72.93,6436900
2016-11-29-00-00-00,72.760002,73.32,72.410004,72.93,72.93,7435000
2016-11-30-00-00-00,73.209999,73.300003,72.0,72.0,72.0,6261900
