Date,Open,High,Low,Close,Adj Close,Volume
2009-07-01-00-00-00,9.6275,9.8275,9.5,9.7275,9.7275,4898400
2009-07-02-00-00-00,9.59,9.69,9.445,9.54,9.54,5680400
2009-07-06-00-00-00,9.4075,9.49,9.2,9.27,9.27,9790800
2009-07-07-00-00-00,9.2225,9.36,8.8725,8.8925,8.8925,10483200
2009-07-08-00-00-00,8.8825,9.1575,8.8175,9.125,9.125,10574800
2009-07-09-00-00-00,9.21,9.325,9.1125,9.205,9.205,5000800
2009-07-10-00-00-00,9.1,9.3625,9.1,9.315,9.315,3561200
2009-07-13-00-00-00,9.3775,9.5575,9.32,9.555,9.555,6672400
2009-07-14-00-00-00,9.54,9.565,9.4325,9.535,9.535,4404800
2009-07-15-00-00-00,9.7325,9.97,9.6075,9.925,9.925,5564400
2009-07-16-00-00-00,9.825,10.07,9.7875,10.02,10.02,5177600
2009-07-17-00-00-00,10.0175,10.255,9.985,10.21,10.21,4442800
2009-07-20-00-00-00,10.3125,10.455,10.23,10.4325,10.4325,4948800
2009-07-21-00-00-00,10.4325,10.5,10.325,10.4525,10.4525,3793200
2009-07-22-00-00-00,10.44,10.6425,10.295,10.6175,10.6175,5087200
2009-07-23-00-00-00,10.6375,11.0775,10.5675,11.0425,11.0425,6143200
2009-07-24-00-00-00,10.905,11.295,10.9025,11.2825,11.2825,7548800
2009-07-27-00-00-00,11.2625,11.2825,11.0775,11.135,11.135,4354000
2009-07-28-00-00-00,10.7975,11.01,10.7525,10.89,10.89,6452000
2009-07-29-00-00-00,10.805,10.89,10.685,10.7975,10.7975,4247200
2009-07-30-00-00-00,10.8325,11.125,10.8325,10.9325,10.9325,6530400
2009-07-31-00-00-00,10.9525,11.04,10.81,10.835,10.835,4262400
