,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-04-02
Intangible Assets,136100000.0,131100000.0,126000000.0,121100000.0,116600000.0,112200000.0,107600000.0,102900000.0
Capital Surplus,2609500000.0,2629000000.0,2648800000.0,2667100000.0,2685500000.0,2707700000.0,2729700000.0,2748800000.0
Total Liab,5184900000.0,5207500000.0,5480200000.0,5283100000.0,5244200000.0,5313900000.0,5412700000.0,5188700000.0
Total Stockholder Equity,2555500000.0,2544100000.0,2692000000.0,2604400000.0,2717700000.0,2862800000.0,2722900000.0,2536000000.0
Deferred Long Term Liab,5100000.0,5800000.0,6600000.0,5300000.0,5300000.0,8600000.0,13600000.0,14900000.0
Other Current Liab,130100000.0,290300000.0,269100000.0,184000000.0,212500000.0,218500000.0,260800000.0,198800000.0
Total Assets,7740400000.0,7751600000.0,8172200000.0,7887500000.0,7961900000.0,8176700000.0,8135600000.0,7724700000.0
Common Stock,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0,1300000.0
Other Current Assets,23500000.0,19000000.0,25100000.0,23600000.0,19300000.0,18800000.0,21700000.0,21000000.0
Retained Earnings,5866300000.0,5827200000.0,5947000000.0,5872900000.0,5987100000.0,6129800000.0,6298600000.0,6274900000.0
Other Liab,360500000.0,374000000.0,411600000.0,400400000.0,401400000.0,361800000.0,327800000.0,322700000.0
Good Will,921900000.0,935000000.0,949000000.0,934600000.0,937800000.0,933100000.0,920000000.0,908700000.0
Treasury Stock,-5921600000.0,-5913400000.0,-5905100000.0,-5936900000.0,-5956200000.0,-5976000000.0,-6306700000.0,-6489000000.0
Other Assets,415500000.0,450600000.0,394800000.0,370300000.0,373400000.0,378400000.0,443700000.0,403000000.0
Cash,2451300000.0,2012000000.0,2621500000.0,2579000000.0,2596400000.0,2387900000.0,2276800000.0,1863800000.0
Total Current Liabilities,1486900000.0,1553700000.0,1676800000.0,1584800000.0,2113300000.0,2260600000.0,2429600000.0,2255700000.0
Deferred Long Term Asset Charges,309500000.0,352900000.0,322500000.0,283900000.0,290200000.0,289900000.0,339600000.0,303800000.0
Short Long Term Debt,299900000.0,,,,498700000.0,499100000.0,499400000.0,499800000.0
Other Stockholder Equity,-109300000.0,-99500000.0,-90600000.0,-120800000.0,-111300000.0,-120000000.0,-150200000.0,-180300000.0
Property Plant Equipment,2409900000.0,2327800000.0,2426000000.0,2253500000.0,2155900000.0,2120300000.0,2097000000.0,2080800000.0
Total Current Assets,3857000000.0,3907100000.0,4276400000.0,4208000000.0,4378200000.0,4632700000.0,4567300000.0,4217300000.0
Long Term Investments,,,,,,,,12000000.0
Net Tangible Assets,1497500000.0,1478000000.0,1617000000.0,1548700000.0,1663300000.0,1817500000.0,1695300000.0,1524400000.0
Short Term Investments,259300000.0,434100000.0,165700000.0,197500000.0,368000000.0,673100000.0,710200000.0,734600000.0
Net Receivables,227700000.0,468400000.0,512400000.0,571900000.0,498000000.0,543700000.0,542200000.0,542800000.0
Long Term Debt,1630100000.0,1631000000.0,1631900000.0,1632900000.0,1135000000.0,1135500000.0,1136000000.0,1136500000.0
Inventory,815000000.0,887000000.0,866000000.0,764000000.0,808000000.0,934100000.0,934500000.0,977800000.0
Accounts Payable,144200000.0,284500000.0,335000000.0,355900000.0,370300000.0,451400000.0,472800000.0,448700000.0
