Date,Open,High,Low,Close,Adj Close,Volume
2002-05-01-00-00-00,16.549999,17.049999,16.42,16.49,16.49,7701300
2002-05-02-00-00-00,16.43,16.65,16.25,16.32,16.32,4819000
2002-05-03-00-00-00,16.23,16.4,15.75,16.049999,16.049999,5161000
2002-05-06-00-00-00,15.94,16.49,15.75,16.120001000000002,16.120001000000002,5352600
2002-05-07-00-00-00,16.110001,16.35,16.030001000000002,16.110001,16.110001,5543700
2002-05-08-00-00-00,16.549999,17.459999,16.5,17.32,17.32,7888400
2002-05-09-00-00-00,17.120001000000002,18.23,17.1,17.73,17.73,11002300
2002-05-10-00-00-00,17.889999,17.959999,16.799999,16.940001000000002,16.940001000000002,7572800
2002-05-13-00-00-00,17.17,17.629998999999998,16.85,17.32,17.32,6700100
2002-05-14-00-00-00,18.040001,19.450001,18.02,18.809998999999998,18.809998999999998,14659700
2002-05-15-00-00-00,18.68,20.4,18.35,19.940001000000002,19.940001000000002,12898100
2002-05-16-00-00-00,19.51,19.950001,19.290001,19.610001,19.610001,7815700
2002-05-17-00-00-00,19.969998999999998,20.0,18.809998999999998,19.16,19.16,6446900
2002-05-20-00-00-00,18.799999,19.48,18.77,19.389999,19.389999,8460800
2002-05-21-00-00-00,19.540001,19.799999,18.549999,18.76,18.76,7763500
2002-05-22-00-00-00,18.67,19.129998999999998,18.219998999999998,18.75,18.75,5075200
2002-05-23-00-00-00,18.84,19.549999,18.610001,19.450001,19.450001,5648200
2002-05-24-00-00-00,19.4,19.690001000000002,19.059998999999998,19.469998999999998,19.469998999999998,4250300
2002-05-28-00-00-00,19.57,19.610001,18.77,19.059998999999998,19.059998999999998,3953300
2002-05-29-00-00-00,18.82,19.1,18.799999,18.91,18.91,3614100
2002-05-30-00-00-00,18.700001,18.940001000000002,18.08,18.370001000000002,18.370001000000002,7432100
2002-05-31-00-00-00,18.5,18.889999,18.200001,18.23,18.23,5081400
