,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Total Liab,2476051000000.0,2469602000000.0,2546703000000.0,2695992000000.0,2752775000000.0,2812982000000.0
Total Stockholder Equity,242210000000.0,245423000000.0,248414000000.0,249681000000.0,253678000000.0,249023000000.0
Other Current Liab,80912000000.0,84681000000.0,71320000000.0,102788000000.0,110084000000.0,112217000000.0
Total Assets,2741688000000.0,2738452000000.0,2819627000000.0,2969992000000.0,3029894000000.0,3085446000000.0
Common Stock,85794000000.0,85954000000.0,85982000000.0,83071000000.0,79242000000.0,69612000000.0
Other Current Assets,115063000000.0,121632000000.0,107753000000.0,118840000000.0,130845000000.0,138474000000.0
Retained Earnings,157578000000.0,160447000000.0,164088000000.0,170082000000.0,177499000000.0,183007000000.0
Other Liab,3232000000.0,3449000000.0,11117000000.0,8545000000.0,9352000000.0,4466000000.0
Good Will,68951000000.0,68951000000.0,68951000000.0,68951000000.0,69023000000.0,69023000000.0
Treasury Stock,-1162000000.0,-978000000.0,-1656000000.0,-3472000000.0,-3063000000.0,-3596000000.0
Other Assets,1097576000000.0,1063643000000.0,1031889000000.0,1030791000000.0,1051676000000.0,1062342000000.0
Cash,282546000000.0,294506000000.0,373463000000.0,319601000000.0,254030000000.0,274254000000.0
Total Current Liabilities,2214365000000.0,2205592000000.0,2284457000000.0,2441527000000.0,2466793000000.0,2521235000000.0
Short Long Term Debt,13484000000.0,5462000000.0,20352000000.0,15566000000.0,8627000000.0,2047000000.0
Other Stockholder Equity,-1162000000.0,-978000000.0,-1656000000.0,-3472000000.0,-3063000000.0,-3596000000.0
Property Plant Equipment,10790000000.0,10902000000.0,11000000000.0,10803000000.0,10747000000.0,10684000000.0
Total Current Assets,1079987000000.0,998504000000.0,1009128000000.0,988722000000.0,944048000000.0,961865000000.0
Long Term Investments,484384000000.0,596452000000.0,698659000000.0,870725000000.0,954400000000.0,981532000000.0
Net Tangible Assets,173259000000.0,176472000000.0,179463000000.0,180730000000.0,184655000000.0,180000000000.0
Short Term Investments,456050000000.0,331448000000.0,309004000000.0,265406000000.0,274450000000.0,268116000000.0
Net Receivables,55392000000.0,61684000000.0,64221000000.0,66404000000.0,65667000000.0,72798000000.0
Long Term Debt,248154000000.0,250261000000.0,242582000000.0,235645000000.0,265977000000.0,276574000000.0
Inventory,169000000.0,135000000.0,164000000.0,137000000.0,93000000.0,87000000.0
Accounts Payable,1718666000000.0,1702880000000.0,1795480000000.0,1884938000000.0,1909142000000.0,1964804000000.0
Deferred Long Term Asset Charges,,,7447000000.0,,,
