,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,137708000000.0,146316000000.0,153744000000.0,155676000000.0
Capital Surplus,129856000000.0,130175000000.0,130139000000.0,130046000000.0
Total Liab,363906000000.0,346521000000.0,343497000000.0,354445000000.0
Total Stockholder Equity,165488000000.0,161673000000.0,175553000000.0,175896000000.0
Minority Interest,17591000000.0,17567000000.0,19503000000.0,17557000000.0
Deferred Long Term Liab,7060000000.0,8832000000.0,8895000000.0,9097000000.0
Other Current Liab,8987000000.0,17738000000.0,11173000000.0,12225000000.0
Total Assets,546985000000.0,525761000000.0,538553000000.0,547898000000.0
Common Stock,7621000000.0,7621000000.0,7621000000.0,7621000000.0
Other Current Assets,8735000000.0,13080000000.0,16085000000.0,15755000000.0
Retained Earnings,41154000000.0,37457000000.0,55094000000.0,56045000000.0
Other Liab,104169000000.0,107106000000.0,107118000000.0,108520000000.0
Good Will,135168000000.0,135259000000.0,143688000000.0,143651000000.0
Treasury Stock,-13143000000.0,-13580000000.0,-17301000000.0,-17816000000.0
Other Assets,59157000000.0,36919000000.0,34095000000.0,34619000000.0
Cash,11342000000.0,9740000000.0,9758000000.0,16941000000.0
Total Current Liabilities,76608000000.0,63438000000.0,59565000000.0,69469000000.0
Short Long Term Debt,6030000000.0,3281000000.0,5444000000.0,13113000000.0
Other Stockholder Equity,4199000000.0,4330000000.0,649000000.0,129000000.0
Property Plant Equipment,149022000000.0,152029000000.0,153268000000.0,153637000000.0
Total Current Assets,62754000000.0,52008000000.0,49971000000.0,56555000000.0
Long Term Investments,3176000000.0,3230000000.0,3787000000.0,3760000000.0
Net Tangible Assets,-107388000000.0,-119902000000.0,-121879000000.0,-123431000000.0
Short Term Investments,33000000.0,29000000.0,62000000.0,64000000.0
Net Receivables,20694000000.0,23745000000.0,22646000000.0,22356000000.0
Long Term Debt,159616000000.0,151928000000.0,153026000000.0,152543000000.0
Inventory,3347000000.0,3592000000.0,,
Accounts Payable,41669000000.0,31836000000.0,37537000000.0,37476000000.0
