,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-24000000.0,-30000000.0,-76000000.0,-29000000.0,-43000000.0,-9000000.0,-106000000.0,-23000000.0,-68000000.0
Net Borrowings,-436000000.0,-797000000.0,-634000000.0,-163000000.0,-18000000.0,-354000000.0,304000000.0,-651000000.0,-675000000.0
Total Cash From Financing Activities,-449000000.0,-798000000.0,-636000000.0,-250000000.0,-19000000.0,-492000000.0,298000000.0,-729000000.0,-1082000000.0
Change To Operating Activities,109000000.0,-227000000.0,-155000000.0,-27000000.0,-93000000.0,191000000.0,39000000.0,-230000000.0,-149000000.0
Net Income,-234000000.0,100000000.0,-164000000.0,-11000000.0,422000000.0,220000000.0,468000000.0,377000000.0,678000000.0
Change In Cash,518000000.0,-710000000.0,-696000000.0,-252000000.0,37000000.0,118000000.0,624000000.0,-354000000.0,-500000000.0
Repurchase Of Stock,-4000000.0,-1000000.0,-3000000.0,-82000000.0,-1000000.0,-2000000.0,-5000000.0,-78000000.0,-309000000.0
Total Cash From Operating Activities,991000000.0,118000000.0,16000000.0,27000000.0,99000000.0,619000000.0,432000000.0,398000000.0,650000000.0
Depreciation,72000000.0,53000000.0,144000000.0,52000000.0,50000000.0,120000000.0,81000000.0,48000000.0,49000000.0
Other Cashflows From Investing Activities,-4000000.0,-10000000.0,-35000000.0,-7000000.0,-5000000.0,9000000.0,-40000000.0,19000000.0,3000000.0
Dividends Paid,,,,,,-98000000.0,-98000000.0,-98000000.0,-98000000.0
Change To Netincome,1023000000.0,144000000.0,285000000.0,-4000000.0,-298000000.0,123000000.0,-156000000.0,179000000.0,53000000.0
Capital Expenditures,-20000000.0,-18000000.0,-38000000.0,-30000000.0,-40000000.0,-44000000.0,-69000000.0,-49000000.0,-70000000.0
Other Cashflows From Financing Activities,-9000000.0,1000000.0,1000000.0,-7000000.0,-136000000.0,-136000000.0,-1000000.0,,
Issuance Of Stock,2000000.0,2000000.0,2000000.0,2000000.0,,,,,
