,2020-08-01,2020-10-31,2021-01-30,2021-05-01,2021-07-31,2021-10-30,2022-01-29,2022-04-30
Intangible Assets,2927000.0,2696000.0,2465000.0,2233000.0,2001000.0,1770000.0,1538000.0,1307000.0
Capital Surplus,822664000.0,831817000.0,847303000.0,861312000.0,889206000.0,915814000.0,934945000.0,951802000.0
Total Liab,3726328000.0,3016557000.0,3090420000.0,3242827000.0,3074772000.0,3300967000.0,3229006000.0,3266416000.0
Total Stockholder Equity,1770793000.0,1854437000.0,1999549000.0,1844717000.0,1879813000.0,1986800000.0,1535373000.0,1745620000.0
Other Current Liab,216545000.0,231361000.0,316912000.0,427895000.0,309307000.0,272628000.0,366365000.0,432807000.0
Total Assets,5497121000.0,4870994000.0,5089969000.0,5087544000.0,4954585000.0,5287767000.0,4764379000.0,5012036000.0
Common Stock,570000.0,570000.0,569000.0,558000.0,551000.0,549000.0,530000.0,528000.0
Retained Earnings,985042000.0,1059840000.0,1189422000.0,1027414000.0,1034831000.0,1123749000.0,653376000.0,851940000.0
Other Liab,146450000.0,124464000.0,103321000.0,106755000.0,107700000.0,110930000.0,98358000.0,98313000.0
Good Will,10870000.0,10870000.0,10870000.0,10870000.0,10870000.0,10870000.0,10870000.0,10870000.0
Treasury Stock,-37483000.0,-37790000.0,-37745000.0,-44567000.0,-44775000.0,-53312000.0,-53478000.0,-58650000.0
Other Assets,52962000.0,56485000.0,58274000.0,59382000.0,63961000.0,65421000.0,71385000.0,70409000.0
Cash,1157318000.0,560902000.0,1046051000.0,947456000.0,770144000.0,605053000.0,431560000.0,654486000.0
Total Current Liabilities,1061329000.0,1230343000.0,1343713000.0,1522763000.0,1381533000.0,1624116000.0,1558010000.0,1599747000.0
Property Plant Equipment,2626064000.0,2552292000.0,2500409000.0,2448056000.0,2379673000.0,2373198000.0,2396732000.0,2397583000.0
Total Current Assets,2799188000.0,2245009000.0,2514777000.0,2563756000.0,2494934000.0,2833693000.0,2281183000.0,2531867000.0
Net Tangible Assets,1756996000.0,1840871000.0,1986214000.0,1831614000.0,1866942000.0,1974160000.0,1522965000.0,1733443000.0
Net Receivables,127992000.0,136271000.0,193109000.0,154342000.0,154416000.0,169212000.0,233682000.0,192754000.0
Inventory,1368543000.0,1439098000.0,1168215000.0,1353565000.0,1443685000.0,1916343000.0,1499218000.0,1570552000.0
Accounts Payable,398011000.0,478501000.0,477052000.0,552837000.0,535257000.0,747451000.0,552730000.0,585500000.0
Deferred Long Term Liab,,,,,,,22596000.0,
Other Current Assets,42622000.0,8928000.0,,,18544000.0,37501000.0,5909000.0,
Long Term Investments,5110000.0,3642000.0,3174000.0,3247000.0,3146000.0,2815000.0,2671000.0,
Other Stockholder Equity,30000.0,-86000.0,56000.0,,,,,
Long Term Debt,800000000.0,,,,,,,
