,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,4902000.0,4902000.0,4902000.0,4902000.0,-216000.0,-499000.0
Change To Liabilities,-35804000.0,34611000.0,54416000.0,56769000.0,129272000.0,83910000.0
Total Cashflows From Investing Activities,-12720000.0,-29735000.0,-69364000.0,-21850000.0,-445266000.0,-79657000.0
Net Borrowings,373000.0,-10419000.0,-8553000.0,-13368000.0,-5813000.0,36902000.0
Total Cash From Financing Activities,3068000.0,-8580000.0,-8832000.0,-40008000.0,-32672000.0,39235000.0
Change To Operating Activities,36690000.0,24004000.0,40316000.0,26037000.0,-11169000.0,5862000.0
Issuance Of Stock,5980000.0,4421000.0,1098000.0,13011000.0,5556000.0,11935000.0
Net Income,66145000.0,114970000.0,125001000.0,148993000.0,127036000.0,131570000.0
Change In Cash,89278000.0,117210000.0,141184000.0,89686000.0,-354728000.0,33640000.0
Repurchase Of Stock,-3285000.0,-2582000.0,-1377000.0,-35901000.0,-31230000.0,-9602000.0
Effect Of Exchange Rate,-2838000.0,329000.0,1157000.0,-999000.0,760000.0,-349000.0
Total Cash From Operating Activities,101768000.0,155196000.0,218223000.0,152543000.0,122450000.0,74411000.0
Depreciation,16803000.0,17168000.0,18686000.0,18237000.0,21229000.0,23216000.0
Change To Inventory,12829000.0,20712000.0,-63379000.0,-45833000.0,-117987000.0,-159134000.0
Change To Account Receivables,-13334000.0,-66453000.0,29498000.0,-56710000.0,-40136000.0,-19922000.0
Change To Netincome,17795000.0,9530000.0,13027000.0,4404000.0,13556000.0,8263000.0
Capital Expenditures,-13438000.0,-7608000.0,-28188000.0,-27469000.0,-26753000.0,-33234000.0
Other Cashflows From Financing Activities,-3750000.0,-3750000.0,-3750000.0,-3750000.0,-1185000.0,
