,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,42788000.0,86359000.0,-69404000.0,66040000.0,297323000.0
Total Cashflows From Investing Activities,-28128000.0,-108894000.0,-170078000.0,-124095000.0,-817287000.0
Net Borrowings,-127289000.0,-24317000.0,-37567000.0,-24607000.0,75237000.0
Total Cash From Financing Activities,-160143000.0,-52034000.0,-41918000.0,-30428000.0,-102970000.0
Change To Operating Activities,25199000.0,21359000.0,-22597000.0,86641000.0,46984000.0
Issuance Of Stock,6951000.0,5614000.0,9395000.0,13089000.0,38787000.0
Net Income,157808000.0,238257000.0,252007000.0,350576000.0,550494000.0
Change In Cash,71200000.0,86010000.0,98401000.0,332245000.0,-507789000.0
Repurchase Of Stock,-35904000.0,-31315000.0,-6438000.0,-14910000.0,-184895000.0
Effect Of Exchange Rate,2149000.0,-289000.0,1510000.0,235000.0,1312000.0
Total Cash From Operating Activities,257322000.0,247227000.0,308887000.0,486533000.0,411156000.0
Depreciation,51988000.0,47408000.0,60909000.0,68773000.0,92041000.0
Change To Inventory,-22986000.0,-152594000.0,26369000.0,-77983000.0,-470991000.0
Change To Account Receivables,-32857000.0,-43243000.0,8231000.0,-55976000.0,-131861000.0
Other Cashflows From Financing Activities,-3901000.0,-2016000.0,-7308000.0,-4000000.0,-32099000.0
Change To Netincome,31866000.0,44932000.0,48660000.0,45864000.0,24577000.0
Capital Expenditures,-33261000.0,-47601000.0,-60802000.0,-62128000.0,-109992000.0
Investments,,,,,1308000.0
