,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,235765000.0,246490000.0,297734000.0,292023000.0,1041162000.0
Capital Surplus,459816000.0,476116000.0,498866000.0,525541000.0,952939000.0
Total Liab,1427716000.0,1604049000.0,1571591000.0,1779012000.0,2605643000.0
Total Stockholder Equity,554041000.0,760549000.0,1032382000.0,1390293000.0,2213774000.0
Minority Interest,44208000.0,61716000.0,61696000.0,66118000.0,58363000.0
Deferred Long Term Liab,3346000.0,4782000.0,6190000.0,6869000.0,8479000.0
Other Current Liab,36187000.0,53493000.0,53356000.0,81984000.0,175661000.0
Total Assets,2025965000.0,2426314000.0,2665669000.0,3235423000.0,4877780000.0
Common Stock,708000.0,712000.0,717000.0,721000.0,725000.0
Other Current Assets,274000.0,,37000.0,1386000.0,
Retained Earnings,610836000.0,831123000.0,1084383000.0,1432565000.0,1965957000.0
Other Liab,124745000.0,166947000.0,206982000.0,249166000.0,467275000.0
Good Will,721523000.0,764655000.0,805284000.0,855228000.0,1409674000.0
Treasury Stock,-517319000.0,-547402000.0,-551584000.0,-568534000.0,-705847000.0
Other Assets,9384000.0,7164000.0,13896000.0,12473000.0,36362000.0
Cash,138472000.0,224482000.0,322883000.0,655128000.0,147339000.0
Total Current Liabilities,396423000.0,560706000.0,497064000.0,641524000.0,1155907000.0
Deferred Long Term Asset Charges,3238000.0,163000.0,2933000.0,1497000.0,15740000.0
Short Long Term Debt,936000.0,1075000.0,553000.0,1836000.0,1721000.0
Other Stockholder Equity,-223314000.0,-225929000.0,-227033000.0,-236370000.0,-256871000.0
Property Plant Equipment,230380000.0,278929000.0,352926000.0,405966000.0,542118000.0
Total Current Assets,824557000.0,1120769000.0,1195829000.0,1669733000.0,1848464000.0
Net Tangible Assets,-403247000.0,-250596000.0,-70636000.0,243042000.0,-237062000.0
Net Receivables,279295000.0,326133000.0,319538000.0,374906000.0,546466000.0
Long Term Debt,902494000.0,857127000.0,813635000.0,816704000.0,867125000.0
Inventory,387049000.0,544750000.0,522024000.0,603317000.0,1089705000.0
Accounts Payable,233639000.0,328091000.0,261977000.0,330247000.0,674208000.0
Long Term Investments,4356000.0,8307000.0,,,
