,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-874500000.0,169100000.0,568000000.0,603400000.0,-1125300000.0,-351100000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1213300000.0,600000.0,822400000.0,588600000.0,-1095300000.0,-399100000.0
Total Cash From Financing Activities,409200000.0,-488800000.0,-47900000.0,-61800000.0,-49600000.0,-57400000.0
Change To Operating Activities,236000000.0,-48900000.0,1652500000.0,254500000.0,101000000.0,-144100000.0
Issuance Of Stock,1000000.0,1000000.0,1100000.0,800000.0,600000.0,900000.0
Net Income,265500000.0,231100000.0,135400000.0,153000000.0,182900000.0,328600000.0
Change In Cash,-171600000.0,-61800000.0,93200000.0,364800000.0,-438700000.0,-1400000.0
Total Cash From Operating Activities,632500000.0,426400000.0,-681300000.0,-162000000.0,706200000.0,455100000.0
Depreciation,27300000.0,29800000.0,28000000.0,29300000.0,30300000.0,30400000.0
Other Cashflows From Investing Activities,-300400000.0,-146500000.0,274000000.0,16100000.0,56700000.0,-23200000.0
Dividends Paid,-58000000.0,-58000000.0,-58100000.0,-58400000.0,-58300000.0,-61300000.0
Change To Account Receivables,100600000.0,71300000.0,79700000.0,4500000.0,277000000.0,145700000.0
Other Cashflows From Financing Activities,-12900000.0,-16800000.0,44100000.0,-4200000.0,-80000000.0,3000000.0
Change To Netincome,-54300000.0,63400000.0,-2383600000.0,-648200000.0,-25300000.0,74700000.0
Capital Expenditures,-38400000.0,-22000000.0,-19600000.0,-30900000.0,-26700000.0,-24800000.0
Net Borrowings,479100000.0,-415000000.0,-35000000.0,88100000.0,88100000.0,
