,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,2310800000.0,2291200000.0,2356400000.0,2254800000.0,2235700000.0,2231500000.0,2281000000.0,2229200000.0
Capital Surplus,2364100000.0,2371300000.0,2376200000.0,2380800000.0,2386800000.0,2398500000.0,2408100000.0,2395800000.0
Total Liab,58743800000.0,58723800000.0,59754800000.0,58686500000.0,59860400000.0,59479700000.0,58699200000.0,55848600000.0
Total Stockholder Equity,10561400000.0,10892200000.0,10871000000.0,10570100000.0,10947500000.0,11118200000.0,11416400000.0,10623100000.0
Other Current Liab,898400000.0,887100000.0,448800000.0,502800000.0,595700000.0,509000000.0,571700000.0,692600000.0
Total Assets,69305200000.0,69616000000.0,70625800000.0,69256600000.0,70807900000.0,70597900000.0,70115600000.0,66471700000.0
Common Stock,30600000.0,30700000.0,30700000.0,30700000.0,30700000.0,30700000.0,30700000.0,30800000.0
Other Current Assets,5588900000.0,5572800000.0,11277400000.0,12218900000.0,12025600000.0,11704000000.0,11522000000.0,11298800000.0
Retained Earnings,11019200000.0,11192300000.0,11269600000.0,11363200000.0,11487600000.0,11754800000.0,11853200000.0,12043800000.0
Other Liab,54052400000.0,54458100000.0,55854400000.0,54836900000.0,55823300000.0,55529300000.0,54602700000.0,51677700000.0
Good Will,348900000.0,350600000.0,353000000.0,353000000.0,353300000.0,352100000.0,352200000.0,350800000.0
Treasury Stock,-2852500000.0,-2702100000.0,-2805500000.0,-3204600000.0,-2957600000.0,-3065800000.0,-2875600000.0,-3847300000.0
Other Assets,7040700000.0,6961300000.0,7721400000.0,7858300000.0,7792900000.0,7985200000.0,7966200000.0,7985200000.0
Cash,165600000.0,103800000.0,197000000.0,561800000.0,123100000.0,121700000.0,75000000.0,106600000.0
Total Current Liabilities,1298300000.0,887100000.0,474200000.0,502800000.0,595700000.0,509000000.0,594300000.0,728000000.0
Short Long Term Debt,399900000.0,,,,,,,35400000.0
Other Stockholder Equity,327200000.0,477600000.0,374200000.0,-24900000.0,222100000.0,113900000.0,354100000.0,-580100000.0
Property Plant Equipment,518100000.0,508800000.0,580900000.0,500600000.0,499800000.0,462500000.0,511800000.0,454900000.0
Total Current Assets,9981900000.0,9341200000.0,14536400000.0,15236200000.0,15372900000.0,14844300000.0,14504900000.0,14272500000.0
Long Term Investments,49104800000.0,50162900000.0,45077700000.0,43053700000.0,44553300000.0,44722300000.0,44499500000.0,41179100000.0
Net Tangible Assets,10212500000.0,10541600000.0,10518000000.0,10217100000.0,10594200000.0,10766100000.0,11064200000.0,10272300000.0
Short Term Investments,2601900000.0,2086700000.0,1470000000.0,756100000.0,1596600000.0,1472700000.0,1388000000.0,1295500000.0
Net Receivables,1625500000.0,1577900000.0,1592000000.0,1699400000.0,1627600000.0,1545900000.0,1519900000.0,1571600000.0
Long Term Debt,3393100000.0,3378600000.0,3345700000.0,3346800000.0,3441400000.0,3441400000.0,3442200000.0,3442900000.0
