,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Change To Liabilities,75300000.0,-222200000.0,87900000.0,148600000.0,142400000.0,-330500000.0,122300000.0,0.0,120100000.0
Total Cashflows From Investing Activities,-13800000.0,-8700000.0,-35200000.0,-21100000.0,-2588700000.0,-36400000.0,-17500000.0,-29400000.0,-29400000.0
Net Borrowings,-285600000.0,-20000000.0,-7800000.0,-27800000.0,2149900000.0,280000000.0,-11000000.0,-375000000.0,-375000000.0
Total Cash From Financing Activities,-350400000.0,-72700000.0,-83900000.0,-98500000.0,2052900000.0,217000000.0,-57800000.0,-474400000.0,-474400000.0
Change To Operating Activities,-67400000.0,-93600000.0,-104500000.0,-71900000.0,-130100000.0,-100100000.0,-229900000.0,-118700000.0,-118700000.0
Issuance Of Stock,15400000.0,21100000.0,6500000.0,6300000.0,1400000.0,8700000.0,31800000.0,9800000.0,9800000.0
Net Income,229700000.0,65800000.0,56300000.0,165000000.0,260400000.0,67200000.0,47200000.0,0.0,248100000.0
Change In Cash,74500000.0,-120000000.0,9000000.0,-9800000.0,-81300000.0,42200000.0,-35600000.0,-52600000.0,-52600000.0
Repurchase Of Stock,-18800000.0,-800000.0,-200000.0,-200000.0,-20500000.0,-1700000.0,-1700000.0,-20700000.0,-20700000.0
Effect Of Exchange Rate,-3900000.0,5500000.0,700000.0,3500000.0,4100000.0,-3100000.0,-1000000.0,-6200000.0,-6200000.0
Total Cash From Operating Activities,442600000.0,-44200000.0,127500000.0,106200000.0,450600000.0,-135400000.0,40800000.0,457400000.0,457400000.0
Depreciation,75900000.0,74000000.0,75100000.0,78400000.0,107200000.0,120000000.0,118600000.0,112000000.0,112000000.0
Other Cashflows From Investing Activities,11400000.0,-2700000.0,-8400000.0,-700000.0,44400000.0,-7200000.0,-4200000.0,-10700000.0,-10700000.0
Dividends Paid,-61800000.0,-62200000.0,-66300000.0,-66600000.0,-66600000.0,-66800000.0,-74400000.0,-74800000.0,-74800000.0
Change To Account Receivables,109200000.0,101100000.0,-800000.0,-238600000.0,95900000.0,96600000.0,-47400000.0,49300000.0,49300000.0
Other Cashflows From Financing Activities,400000.0,-10800000.0,-16300000.0,-10200000.0,-11300000.0,-4900000.0,-2500000.0,-13700000.0,-13700000.0
Change To Netincome,19900000.0,30700000.0,13500000.0,24700000.0,-25200000.0,11400000.0,30000000.0,46600000.0,46600000.0
Capital Expenditures,-14200000.0,-14300000.0,-15800000.0,-11400000.0,-10400000.0,-5700000.0,-5600000.0,-7100000.0,-7100000.0
