,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31
Investments,-87804000.0,21865000.0,-120570000.0,63387000.0,-87496000.0,30474000.0,-25643000.0,-63082000.0,-52314000.0
Change To Liabilities,153502000.0,100842000.0,183584000.0,1132000.0,329291000.0,367302000.0,96455000.0,180240000.0,-95749000.0
Total Cashflows From Investing Activities,-93425000.0,-12738000.0,-93352000.0,43280000.0,-81096000.0,26082000.0,-19992000.0,-44776000.0,-66699000.0
Net Borrowings,-857104000.0,-711578000.0,-547296000.0,-89429000.0,-172176000.0,-270082000.0,-547443000.0,120783000.0,-421995000.0
Total Cash From Financing Activities,-917420000.0,-580585000.0,-629688000.0,-188145000.0,-484086000.0,-1102816000.0,-1257886000.0,-132230000.0,-434222000.0
Change To Operating Activities,99620000.0,-187730000.0,260096000.0,3403000.0,-208242000.0,-337078000.0,359467000.0,-49437000.0,-101817000.0
Net Income,666418000.0,882760000.0,1001369000.0,831363000.0,1406888000.0,1190491000.0,503581000.0,1320756000.0,1467344000.0
Change In Cash,575196000.0,700652000.0,-337532000.0,187747000.0,29045000.0,143693000.0,-1350109000.0,-52165000.0,-2079000.0
Repurchase Of Stock,-22896000.0,-2535000.0,-69480000.0,-104164000.0,-278864000.0,-977704000.0,-581300000.0,-324243000.0,-13139000.0
Total Cash From Operating Activities,1586041000.0,1293975000.0,385508000.0,332612000.0,594227000.0,1220427000.0,-72231000.0,124841000.0,498842000.0
Depreciation,24307000.0,25782000.0,22325000.0,22418000.0,21102000.0,20109000.0,20089000.0,19430000.0,18402000.0
Dividends Paid,-38967000.0,-77931000.0,-77843000.0,-78483000.0,-77662000.0,-75788000.0,-110122000.0,-110846000.0,-108749000.0
Change To Inventory,272567000.0,667933000.0,-862120000.0,-714300000.0,-676400000.0,292206000.0,-1913634000.0,-1200724000.0,-779812000.0
Change To Account Receivables,272401000.0,-238775000.0,45649000.0,72261000.0,13372000.0,-421058000.0,380502000.0,-254255000.0,-290630000.0
Other Cashflows From Financing Activities,1547000.0,211459000.0,64931000.0,83931000.0,44616000.0,220758000.0,-19021000.0,182076000.0,109661000.0
Change To Netincome,97226000.0,43163000.0,-265395000.0,116335000.0,-291784000.0,108455000.0,481309000.0,108831000.0,281104000.0
Capital Expenditures,-17125000.0,-29896000.0,-9245000.0,-15117000.0,-15597000.0,-25213000.0,-5780000.0,-5086000.0,-16668000.0
Other Cashflows From Investing Activities,-31000.0,4000.0,684000.0,-676000.0,4000.0,4000.0,,,
