,2017-11-30,2018-11-30,2019-11-30,2020-11-30
Investments,-342032000.0,189100000.0,3474000.0,-254886000.0
Change To Liabilities,356669000.0,412796000.0,-14639000.0,266488000.0
Total Cashflows From Investing Activities,-845080000.0,-593954000.0,19596000.0,-280205000.0
Net Borrowings,1157892000.0,-1760318000.0,-1035439000.0,-2294141000.0
Total Cash From Financing Activities,1194296000.0,-2195901000.0,-1629224000.0,-2446575000.0
Change To Operating Activities,-150135000.0,-19118000.0,-501038000.0,245386000.0
Net Income,810480000.0,1695831000.0,1849052000.0,2465036000.0
Change In Cash,1331590000.0,-1098108000.0,-127285000.0,1464039000.0
Repurchase Of Stock,-27054000.0,-299833000.0,-523074000.0,-321524000.0
Total Cash From Operating Activities,982374000.0,1691747000.0,1482343000.0,4190819000.0
Depreciation,66324000.0,91181000.0,92200000.0,94553000.0
Other Cashflows From Investing Activities,-1442000.0,14077000.0,1643000.0,1643000.0
Dividends Paid,-37608000.0,-49159000.0,-51454000.0,-195043000.0
Change To Inventory,-661494000.0,-135870000.0,-623644000.0,781362000.0
Change To Account Receivables,253111000.0,-431183000.0,312255000.0,25868000.0
Other Cashflows From Financing Activities,100346000.0,-89652000.0,-19750000.0,364133000.0
Change To Netincome,307419000.0,78110000.0,368157000.0,312126000.0
Capital Expenditures,-111773000.0,-130439000.0,-86497000.0,-72752000.0
Issuance Of Stock,720000.0,3061000.0,493000.0,
