,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,46000000.0,-1000000.0,5000000.0,4000000.0,-6000000.0,4000000.0,11000000.0,-8000000.0
Change To Liabilities,11000000.0,-15000000.0,385000000.0,-73000000.0,-43000000.0,50000000.0,291000000.0,0.0
Total Cashflows From Investing Activities,-319000000.0,-82000000.0,-168000000.0,-67000000.0,-370000000.0,-152000000.0,-575000000.0,-159000000.0
Net Borrowings,-460000000.0,-504000000.0,-1504000000.0,-4000000.0,-505000000.0,-3000000.0,239000000.0,821000000.0
Total Cash From Financing Activities,-719000000.0,-784000000.0,-1717000000.0,-451000000.0,-1040000000.0,-555000000.0,749000000.0,855000000.0
Change To Operating Activities,232000000.0,338000000.0,466000000.0,-1538000000.0,244000000.0,327000000.0,356000000.0,-1887000000.0
Issuance Of Stock,22000000.0,32000000.0,34000000.0,35000000.0,40000000.0,40000000.0,46000000.0,34000000.0
Net Income,572000000.0,316000000.0,374000000.0,983000000.0,820000000.0,537000000.0,803000000.0,1071000000.0
Change In Cash,231000000.0,677000000.0,-299000000.0,-969000000.0,-232000000.0,510000000.0,1391000000.0,-142000000.0
Repurchase Of Stock,-3000000.0,-16000000.0,-1000000.0,-205000000.0,-327000000.0,-301000000.0,-427000000.0,-634000000.0
Effect Of Exchange Rate,53000000.0,122000000.0,203000000.0,-43000000.0,20000000.0,-107000000.0,-225000000.0,-136000000.0
Total Cash From Operating Activities,1216000000.0,1421000000.0,1383000000.0,-408000000.0,1158000000.0,1324000000.0,1442000000.0,-702000000.0
Depreciation,264000000.0,261000000.0,308000000.0,276000000.0,272000000.0,21000000.0,505000000.0,257000000.0
Other Cashflows From Investing Activities,-8000000.0,-8000000.0,-2000000.0,-2000000.0,-4000000.0,-4000000.0,10000000.0,-1000000.0
Dividends Paid,-234000000.0,-236000000.0,-230000000.0,-237000000.0,-241000000.0,-272000000.0,-264000000.0,-272000000.0
Change To Account Receivables,-76000000.0,466000000.0,-152000000.0,-275000000.0,-276000000.0,215000000.0,84000000.0,-429000000.0
Other Cashflows From Financing Activities,-44000000.0,-60000000.0,-16000000.0,-40000000.0,-7000000.0,-19000000.0,1155000000.0,906000000.0
Change To Netincome,100000000.0,109000000.0,92000000.0,98000000.0,153000000.0,191000000.0,-460000000.0,142000000.0
Capital Expenditures,-82000000.0,-78000000.0,-70000000.0,-69000000.0,-82000000.0,-117000000.0,-138000000.0,-122000000.0
