,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,2888000000.0,383900000.0,-1106200000.0,-1266400000.0,-1039200000.0,-1133500000.0,-2092900000.0,-2350700000.0
Change To Liabilities,-14700000.0,5700000.0,4500000.0,-400000.0,27100000.0,-61900000.0,42000000.0,-21400000.0
Total Cashflows From Investing Activities,2677700000.0,264200000.0,-1213800000.0,-1416800000.0,-1148600000.0,-1236400000.0,-2232000000.0,-2495300000.0
Net Borrowings,13000000.0,-23100000.0,-500000.0,-500000.0,1013700000.0,22100000.0,-46100000.0,7100000.0
Total Cash From Financing Activities,-4926600000.0,2524100000.0,6227400000.0,4172200000.0,-6486200000.0,11184800000.0,-1520100000.0,12714000000.0
Change To Operating Activities,-191600000.0,-477900000.0,-324300000.0,329300000.0,-161600000.0,-908000000.0,-123900000.0,198700000.0
Issuance Of Stock,16700000.0,39100000.0,39100000.0,34400000.0,30600000.0,50400000.0,50400000.0,23100000.0
Net Income,411600000.0,602100000.0,647500000.0,810700000.0,538200000.0,700500000.0,694400000.0,928500000.0
Change In Cash,-1465400000.0,3308100000.0,5766800000.0,3993300000.0,-6978600000.0,10049100000.0,-2658100000.0,11196400000.0
Repurchase Of Stock,-213600000.0,-213600000.0,-261500000.0,-427400000.0,-469800000.0,-528000000.0,-462500000.0,-491400000.0
Effect Of Exchange Rate,6900000.0,37900000.0,46800000.0,-14300000.0,3400000.0,-21200000.0,300000.0,6700000.0
Total Cash From Operating Activities,776600000.0,481900000.0,706400000.0,1252200000.0,652800000.0,121900000.0,1093700000.0,971000000.0
Depreciation,124500000.0,131100000.0,126700000.0,126900000.0,126000000.0,129100000.0,126500000.0,129000000.0
Dividends Paid,-391600000.0,-391000000.0,-390700000.0,-397800000.0,-396000000.0,-393200000.0,-393800000.0,-437700000.0
Change To Account Receivables,167800000.0,-78700000.0,-7800000.0,-278700000.0,25400000.0,-51800000.0,25800000.0,-507600000.0
Other Cashflows From Financing Activities,-4564700000.0,3151800000.0,6841000000.0,4963500000.0,-6664700000.0,12083900000.0,-668100000.0,13612900000.0
Change To Netincome,51400000.0,67300000.0,27200000.0,28800000.0,-137100000.0,76700000.0,91300000.0,4400000.0
Capital Expenditures,-33400000.0,-43500000.0,-37500000.0,-64300000.0,-33300000.0,-35900000.0,-39900000.0,-51000000.0
