,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,2195000000.0,-1375000000.0,-9372000000.0,-3011000000.0
Change To Liabilities,-845000000.0,1170000000.0,700000000.0,257000000.0
Total Cashflows From Investing Activities,-5383000000.0,-7281000000.0,-15197000000.0,-8448000000.0
Net Borrowings,-37000000.0,-57000000.0,9802000000.0,-35000000.0
Total Cash From Financing Activities,-13606000000.0,-9270000000.0,546000000.0,-7498000000.0
Change To Operating Activities,-3967000000.0,5237000000.0,3726000000.0,1367000000.0
Net Income,17930000000.0,15227000000.0,11247000000.0,6959000000.0
Change In Cash,157000000.0,6336000000.0,2387000000.0,-1902000000.0
Repurchase Of Stock,-11395000000.0,-7904000000.0,-7897000000.0,-6852000000.0
Effect Of Exchange Rate,-143000000.0,210000000.0,35000000.0,51000000.0
Total Cash From Operating Activities,19289000000.0,22677000000.0,17003000000.0,13993000000.0
Depreciation,2742000000.0,3726000000.0,3478000000.0,3367000000.0
Other Cashflows From Investing Activities,30000000.0,-57000000.0,-406000000.0,119000000.0
Change To Account Receivables,2794000000.0,-5445000000.0,-3601000000.0,-80000000.0
Other Cashflows From Financing Activities,-2174000000.0,-1309000000.0,-1359000000.0,-611000000.0
Change To Netincome,-150000000.0,2022000000.0,1522000000.0,1340000000.0
Capital Expenditures,-5942000000.0,-5479000000.0,-5406000000.0,-5391000000.0
