,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,300643000.0,282239000.0,397081000.0,348798000.0,353655000.0
Capital Surplus,6590855000.0,6579342000.0,6593539000.0,6617404000.0,6635000000.0
Total Liab,102342668000.0,104637212000.0,104156108000.0,126413822000.0,137203755000.0
Total Stockholder Equity,15019319000.0,14228691000.0,14466649000.0,14937283000.0,16153405000.0
Total Assets,118593487000.0,120097403000.0,119872757000.0,142601105000.0,155107160000.0
Common Stock,79909000.0,79883000.0,79871000.0,79871000.0,79871000.0
Other Current Assets,1407571000.0,1610965000.0,1462142000.0,1495936000.0,1255162000.0
Retained Earnings,10164804000.0,11516672000.0,12820916000.0,13444428000.0,14646448000.0
Other Liab,1379166000.0,1351388000.0,1657025000.0,1499008000.0,1562110000.0
Good Will,4593112000.0,4593112000.0,4593112000.0,4593112000.0,4593112000.0
Treasury Stock,-1816249000.0,-3947206000.0,-5027677000.0,-5204420000.0,-5207914000.0
Other Assets,90926280000.0,90925645000.0,94208547000.0,101540738000.0,96831626000.0
Cash,741487000.0,921439000.0,770305000.0,1552743000.0,1337577000.0
Total Current Liabilities,93521979000.0,95486711000.0,96933376000.0,120915613000.0,132723594000.0
Short Long Term Debt,699907000.0,645801000.0,1908479000.0,849992000.0,903864000.0
Other Stockholder Equity,-361967000.0,-418355000.0,-205114000.0,-61688000.0,-126366000.0
Property Plant Equipment,646451000.0,647408000.0,1140924000.0,1161558000.0,1144765000.0
Total Current Assets,7462476000.0,10956186000.0,10035842000.0,27911202000.0,45028142000.0
Long Term Investments,14664525000.0,12692813000.0,9497251000.0,7045697000.0,7155860000.0
Net Tangible Assets,10354618000.0,9588512000.0,9844503000.0,10330006000.0,11556295000.0
Short Term Investments,5078903000.0,8105197000.0,7190154000.0,23663810000.0,41872304000.0
Net Receivables,,56000000.0,62000000.0,67000000.0,68000000.0
Long Term Debt,7441523000.0,7799113000.0,5077707000.0,3532201000.0,2581505000.0
Inventory,111910000.0,78375000.0,85646000.0,34668000.0,23901000.0
Accounts Payable,92432146000.0,90156572000.0,94770069000.0,119805738000.0,131543409000.0
