,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-18034000.0,7430000.0,-40856000.0,-58498000.0,-110799000.0,-62623000.0,-81574000.0,-62199000.0
Change To Liabilities,-30243000.0,40530000.0,-53477000.0,4976000.0,-1767000.0,59490000.0,-40401000.0,40300000.0
Total Cashflows From Investing Activities,157834000.0,-14185000.0,-114912000.0,146869000.0,-152504000.0,-89572000.0,-302190000.0,105718000.0
Net Borrowings,-175021000.0,295195000.0,-329152000.0,-153454000.0,32232000.0,-43219000.0,197702000.0,-244161000.0
Total Cash From Financing Activities,-342890000.0,99458000.0,-519793000.0,-312816000.0,-135485000.0,-179458000.0,94494000.0,-370946000.0
Change To Operating Activities,-9500000.0,3916000.0,1497000.0,-40566000.0,39462000.0,8693000.0,3432000.0,16761000.0
Issuance Of Stock,536000.0,1701000.0,1701000.0,1701000.0,574000.0,15572000.0,40650000.0,19083000.0
Net Income,84458000.0,73661000.0,95745000.0,168444000.0,64846000.0,118390000.0,136874000.0,73254000.0
Change In Cash,-25872000.0,312600000.0,-485034000.0,29319000.0,-55184000.0,2776000.0,-2314000.0,49915000.0
Repurchase Of Stock,-20093000.0,-26586000.0,-46325000.0,-14617000.0,-2216000.0,-2216000.0,-2216000.0,-2216000.0
Total Cash From Operating Activities,159184000.0,227327000.0,149671000.0,195266000.0,232805000.0,271806000.0,205382000.0,315143000.0
Depreciation,133609000.0,130202000.0,130127000.0,128587000.0,128736000.0,130564000.0,132179000.0,133533000.0
Other Cashflows From Investing Activities,11578000.0,-1512000.0,-80197000.0,8828000.0,33552000.0,67884000.0,-105490000.0,217781000.0
Dividends Paid,-135958000.0,-135726000.0,-135535000.0,-135064000.0,-135873000.0,-135881000.0,-136042000.0,-136392000.0
Other Cashflows From Financing Activities,-12354000.0,-33425000.0,-8781000.0,-11382000.0,-32418000.0,-15930000.0,-7816000.0,-7260000.0
Change To Netincome,-20816000.0,-22186000.0,-19044000.0,-68307000.0,-2651000.0,-47007000.0,-28253000.0,49630000.0
