,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,4029200000.0,1068000000.0,6618000000.0,7450000000.0,7691900000.0
Capital Surplus,5817800000.0,6583600000.0,6685300000.0,6778500000.0,6833400000.0
Total Liab,33313100000.0,32999300000.0,36587000000.0,40807900000.0,39651200000.0
Total Stockholder Equity,11592200000.0,9828700000.0,2606900000.0,5641600000.0,8979200000.0
Minority Interest,75700000.0,1080400000.0,92200000.0,183600000.0,175600000.0
Other Current Liab,3850100000.0,3670700000.0,2927500000.0,3697200000.0,3814100000.0
Total Assets,44981000000.0,43908400000.0,39286100000.0,46633100000.0,48806000000.0
Common Stock,687900000.0,661000000.0,598800000.0,598200000.0,596300000.0
Other Current Assets,26800000.0,2240400000.0,18400000.0,41100000.0,9900000.0
Retained Earnings,13894100000.0,11395900000.0,4920400000.0,7830200000.0,8958500000.0
Other Liab,8800200000.0,11870000000.0,10968100000.0,11029000000.0,8674200000.0
Good Will,4370100000.0,1366600000.0,3679400000.0,3766500000.0,3892000000.0
Treasury Stock,-8807600000.0,-8811800000.0,-9597600000.0,-9565300000.0,-7409000000.0
Other Assets,2839200000.0,10910000000.0,5280400000.0,6074400000.0,6380000000.0
Cash,6536200000.0,7320700000.0,2337500000.0,3657100000.0,3818500000.0
Total Current Liabilities,14535900000.0,11888100000.0,11775200000.0,12481600000.0,15052700000.0
Deferred Long Term Asset Charges,1166400000.0,2613700000.0,2572600000.0,2830400000.0,2489300000.0
Short Long Term Debt,1043400000.0,634800000.0,21400000.0,101300000.0,1539500000.0
Other Stockholder Equity,-8731800000.0,-8742400000.0,-9536800000.0,-9509600000.0,-7356300000.0
Property Plant Equipment,8826500000.0,7996100000.0,7872900000.0,8681900000.0,8985100000.0
Total Current Assets,19202100000.0,20549600000.0,13709600000.0,17462100000.0,18452400000.0
Long Term Investments,5713900000.0,2018100000.0,2125800000.0,3198200000.0,3404600000.0
Net Tangible Assets,3192900000.0,7394100000.0,-7690500000.0,-5574900000.0,-2604700000.0
Short Term Investments,1497900000.0,88200000.0,101000000.0,24200000.0,90100000.0
Net Receivables,5234600000.0,5696300000.0,5523100000.0,6887900000.0,8112500000.0
Long Term Debt,9977000000.0,9241200000.0,13843700000.0,16784500000.0,15387000000.0
Inventory,4458300000.0,3098100000.0,3190700000.0,3980300000.0,3886000000.0
Accounts Payable,1410700000.0,1207100000.0,1405300000.0,1606700000.0,1670600000.0
