,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-562800000.0,5111900000.0,456200000.0,516700000.0,-166000000.0
Change To Liabilities,916300000.0,-284500000.0,-477700000.0,1271300000.0,-664100000.0
Total Cashflows From Investing Activities,-3783600000.0,1906000000.0,-8082900000.0,-2258900000.0,-2762300000.0
Net Borrowings,2998900000.0,-729300000.0,4685400000.0,291600000.0,501400000.0
Total Cash From Financing Activities,142600000.0,-5904900000.0,-2324500000.0,-3137100000.0,-4131300000.0
Change To Operating Activities,-590100000.0,-980000000.0,-602300000.0,-457100000.0,1515400000.0
Net Income,-204100000.0,3232000000.0,8318400000.0,6193700000.0,5581700000.0
Change In Cash,1954100000.0,1462000000.0,-5660700000.0,1319600000.0,161400000.0
Repurchase Of Stock,-299800000.0,-4150700000.0,-4400000000.0,-500000000.0,-1250000000.0
Effect Of Exchange Rate,-20500000.0,-63600000.0,-89900000.0,216000000.0,-205700000.0
Total Cash From Operating Activities,5615600000.0,5524500000.0,4836600000.0,6499600000.0,7260700000.0
Depreciation,1567300000.0,1609000000.0,1232600000.0,1323900000.0,1547600000.0
Other Cashflows From Investing Activities,-175100000.0,-187700000.0,-622700000.0,102800000.0,24300000.0
Dividends Paid,-2192100000.0,-2311800000.0,-2409800000.0,-2687100000.0,-3086800000.0
Change To Inventory,-253900000.0,7800000.0,-258700000.0,-533400000.0,-235900000.0
Change To Account Receivables,-357000000.0,-996700000.0,-127200000.0,-1350200000.0,-1278300000.0
Other Cashflows From Financing Activities,-364400000.0,1286900000.0,-200100000.0,-241600000.0,-295900000.0
Change To Netincome,1047500000.0,3062200000.0,-3027200000.0,-270600000.0,1154000000.0
Capital Expenditures,-1076800000.0,-1210600000.0,-1033900000.0,-1387900000.0,-1309800000.0
