,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,7712500000.0,7588600000.0,7450000000.0,8087800000.0,7985400000.0,7887700000.0,7691900000.0,7482400000.0,7497700000.0
Capital Surplus,6629400000.0,6698800000.0,6778500000.0,6579200000.0,6669200000.0,6758000000.0,6833400000.0,6656300000.0,6746000000.0
Total Liab,37695000000.0,38950000000.0,40807900000.0,39739000000.0,41145500000.0,40232900000.0,39651200000.0,37457300000.0,38404400000.0
Total Stockholder Equity,4092900000.0,4826900000.0,5641600000.0,6898700000.0,6444400000.0,7757000000.0,8979200000.0,9330800000.0,8544700000.0
Minority Interest,179100000.0,169100000.0,183600000.0,200600000.0,219100000.0,197100000.0,175600000.0,131200000.0,114500000.0
Other Current Liab,3514600000.0,3388200000.0,3697200000.0,3552900000.0,3878400000.0,2513000000.0,3814100000.0,3135000000.0,3012300000.0
Total Assets,41967000000.0,43946000000.0,46633100000.0,46838300000.0,47809000000.0,48187000000.0,48806000000.0,46919300000.0,47063600000.0
Common Stock,598100000.0,598100000.0,598200000.0,599700000.0,598100000.0,598200000.0,596300000.0,594100000.0,594100000.0
Other Current Assets,3700000.0,8500000.0,41100000.0,14800000.0,5400000.0,5500000.0,9900000.0,38800000.0,34700000.0
Retained Earnings,6617200000.0,7154000000.0,7830200000.0,9181300000.0,8530100000.0,9639400000.0,8958500000.0,9369400000.0,8556000000.0
Other Liab,10287900000.0,10366700000.0,11029000000.0,11779400000.0,11275000000.0,10993800000.0,8674200000.0,8875200000.0,8001400000.0
Good Will,3723200000.0,3726400000.0,3766500000.0,3877400000.0,3884200000.0,3884100000.0,3892000000.0,3892000000.0,3891800000.0
Treasury Stock,-9751800000.0,-9624000000.0,-9565300000.0,-9461500000.0,-9353000000.0,-9238600000.0,-7409000000.0,-7289000000.0,-7351400000.0
Other Assets,5273600000.0,5390700000.0,6074400000.0,6041100000.0,6104000000.0,6122000000.0,6380000000.0,6506600000.0,6446900000.0
Cash,2365100000.0,3595300000.0,3657100000.0,3002400000.0,3220000000.0,3788200000.0,3818500000.0,2459200000.0,2622900000.0
Total Current Liabilities,11988500000.0,11976900000.0,12481600000.0,11714200000.0,15093200000.0,13682000000.0,15052700000.0,13386000000.0,15620600000.0
Deferred Long Term Asset Charges,2481800000.0,2555300000.0,2830400000.0,2649900000.0,2674900000.0,2625600000.0,2489300000.0,2464900000.0,2371900000.0
Short Long Term Debt,12100000.0,37900000.0,101300000.0,50400000.0,1625700000.0,1580000000.0,1539500000.0,1355900000.0,2121800000.0
Other Stockholder Equity,-9696100000.0,-9568300000.0,-9509600000.0,-9408800000.0,-9300300000.0,-9185900000.0,-7356300000.0,-7238500000.0,-7300900000.0
Property Plant Equipment,7981100000.0,8281100000.0,8681900000.0,8630100000.0,8855500000.0,8920400000.0,8985100000.0,9102700000.0,9128200000.0
Total Current Assets,14581900000.0,16239900000.0,17462100000.0,16604500000.0,17295500000.0,17808300000.0,18452400000.0,16964700000.0,17115200000.0
Long Term Investments,2694700000.0,2719300000.0,3198200000.0,3597400000.0,3684400000.0,3564500000.0,3404600000.0,2970900000.0,2983800000.0
Net Tangible Assets,-7342800000.0,-6488100000.0,-5574900000.0,-5066500000.0,-5425200000.0,-4014800000.0,-2604700000.0,-2043600000.0,-2844800000.0
Short Term Investments,22800000.0,35000000.0,24200000.0,49000000.0,51200000.0,37100000.0,90100000.0,109100000.0,113800000.0
Net Receivables,5770700000.0,5834100000.0,6887900000.0,6631100000.0,6869700000.0,6992300000.0,8112500000.0,7763600000.0,7608400000.0
Long Term Debt,15418600000.0,16606400000.0,16784500000.0,16245400000.0,14777300000.0,15557100000.0,15387000000.0,15196100000.0,14782400000.0
Inventory,3313900000.0,3555400000.0,3980300000.0,3660800000.0,3824900000.0,3907400000.0,3886000000.0,3893000000.0,3899400000.0
Accounts Payable,1247200000.0,1430100000.0,1606700000.0,1639600000.0,1597800000.0,1566800000.0,1670600000.0,1433300000.0,1659300000.0
