,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,360100000.0,89400000.0,58900000.0,-22100000.0,-24400000.0,-107700000.0,-11800000.0
Change To Liabilities,0.0,0.0,1271300000.0,0.0,0.0,0.0,-664100000.0
Total Cashflows From Investing Activities,-210400000.0,-313500000.0,-674100000.0,-1283500000.0,-483300000.0,-616500000.0,-379000000.0
Net Borrowings,-995500000.0,394800000.0,-580100000.0,-3700000.0,200000000.0,307700000.0,-2600000.0
Total Cash From Financing Activities,-1673200000.0,-279100000.0,-1291500000.0,-1058400000.0,-1083200000.0,-463200000.0,-1526500000.0
Change To Operating Activities,926500000.0,249400000.0,-224900000.0,-102800000.0,221200000.0,-666500000.0,2063500000.0
Net Income,1412000000.0,1208400000.0,2116800000.0,1355300000.0,1390200000.0,1110100000.0,1726100000.0
Change In Cash,666100000.0,1230200000.0,61800000.0,-654700000.0,217600000.0,568200000.0,30300000.0
Effect Of Exchange Rate,54300000.0,16200000.0,212200000.0,-10200000.0,8600000.0,16600000.0,-220700000.0
Total Cash From Operating Activities,2495400000.0,1806600000.0,1815200000.0,1697400000.0,1775500000.0,1631300000.0,2156500000.0
Depreciation,324400000.0,358400000.0,367500000.0,350300000.0,369300000.0,382300000.0,445700000.0
Other Cashflows From Investing Activities,-47300000.0,12200000.0,86500000.0,-21900000.0,72400000.0,-53200000.0,27000000.0
Dividends Paid,-674200000.0,-671600000.0,-670000000.0,-774800000.0,-768300000.0,-770400000.0,-773300000.0
Other Cashflows From Financing Activities,-3500000.0,-2300000.0,-41400000.0,-279900000.0,-14900000.0,-500000.0,-600000.0
Change To Netincome,-167500000.0,-9600000.0,-153900000.0,94600000.0,-205200000.0,805400000.0,459200000.0
Capital Expenditures,-281800000.0,-393100000.0,-454700000.0,-300300000.0,-381300000.0,-336800000.0,-291400000.0
Repurchase Of Stock,,,-500000000.0,-500000000.0,-500000000.0,,-750000000.0
Change To Inventory,-533400000.0,-533400000.0,-533400000.0,,,,-235900000.0
Change To Account Receivables,-1350200000.0,-1350200000.0,-1350200000.0,,,,-1278300000.0
