,2020-07-26,2020-10-25,2021-01-24,2021-04-25,2021-07-25,2021-10-31,2022-01-30,2022-05-01
Intangible Assets,1080546000.0,1076285000.0,1073455000.0,1068399000.0,1863713000.0,1822273000.0,1817165000.0,1814501000.0
Capital Surplus,276592000.0,289554000.0,298988000.0,319048000.0,354162000.0,360336000.0,377708000.0,451836000.0
Total Liab,3328725000.0,3477956000.0,3402205000.0,3183154000.0,5538450000.0,5717968000.0,5720684000.0,5777049000.0
Total Stockholder Equity,6267425000.0,6425548000.0,6550532000.0,6700672000.0,6788284000.0,6972883000.0,7100589000.0,7339402000.0
Minority Interest,4322000.0,4778000.0,5195000.0,5178000.0,5448000.0,5478000.0,5736000.0,5812000.0
Other Current Liab,49731000.0,22480000.0,45896000.0,28939000.0,17452000.0,23520000.0,89135000.0,93323000.0
Total Assets,9600472000.0,9908282000.0,9957932000.0,9889004000.0,12332182000.0,12696329000.0,12827009000.0,13122263000.0
Common Stock,7902000.0,7909000.0,7908000.0,7917000.0,7948000.0,7946000.0,7955000.0,8000000.0
Other Current Assets,13956000.0,12437000.0,8935000.0,9168000.0,13533000.0,14943000.0,27817000.0,56826000.0
Retained Earnings,6414813000.0,6523335000.0,6604506000.0,6699336000.0,6743701000.0,6881870000.0,6980451000.0,7100730000.0
Other Liab,809811000.0,885929000.0,941686000.0,967489000.0,970997000.0,930388000.0,996200000.0,1002289000.0
Good Will,2615690000.0,2612727000.0,2617589000.0,2614036000.0,4907073000.0,4929102000.0,4928139000.0,4935832000.0
Treasury Stock,-431882000.0,-395250000.0,-360870000.0,-325629000.0,-317527000.0,-277269000.0,-265525000.0,-221164000.0
Other Assets,340051000.0,380494000.0,462092000.0,485532000.0,501166000.0,516710000.0,600028000.0,598929000.0
Cash,1729368000.0,1714309000.0,1751541000.0,1484533000.0,291363000.0,613530000.0,824434000.0,861719000.0
Total Current Liabilities,1427051000.0,1503965000.0,1417469000.0,1175179000.0,1251191000.0,1415654000.0,1415334000.0,1480659000.0
Short Long Term Debt,250381000.0,250383000.0,258690000.0,9333000.0,8732000.0,394000.0,13778000.0,26807000.0
Other Stockholder Equity,-431882000.0,-395250000.0,-360870000.0,-325629000.0,-317527000.0,-277269000.0,-265525000.0,-221164000.0
Property Plant Equipment,1855773000.0,1951341000.0,1898266000.0,1897488000.0,2067141000.0,2181409000.0,2101834000.0,2123595000.0
Total Current Assets,3409774000.0,3579063000.0,3601663000.0,3514293000.0,2688672000.0,2947816000.0,3093350000.0,3373557000.0
Long Term Investments,298638000.0,308372000.0,304867000.0,309256000.0,304417000.0,299019000.0,286493000.0,275849000.0
Net Tangible Assets,2571189000.0,2736536000.0,2859488000.0,3018237000.0,17498000.0,221508000.0,355285000.0,589069000.0
Short Term Investments,17564000.0,17338000.0,17520000.0,17700000.0,18372000.0,21162000.0,22194000.0,23478000.0
Net Receivables,649563000.0,743868000.0,715651000.0,731448000.0,912416000.0,904012000.0,820405000.0,803055000.0
Long Term Debt,992037000.0,992214000.0,1043050000.0,983625000.0,3261191000.0,3270510000.0,3258108000.0,3246057000.0
Inventory,982355000.0,1072762000.0,1086660000.0,1229030000.0,1426738000.0,1369198000.0,1385705000.0,1597001000.0
Accounts Payable,537535000.0,644609000.0,558523000.0,577365000.0,654162000.0,793310000.0,799368000.0,826729000.0
