,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31
Investments,-1840000000.0,-1840000000.0,-1840000000.0,-1840000000.0,-364000000.0
Change To Liabilities,-1047000000.0,-1701000000.0,-232000000.0,-177000000.0,303000000.0
Total Cashflows From Investing Activities,-95000000.0,-196000000.0,-1788000000.0,-3589000000.0,-566000000.0
Net Borrowings,8154000000.0,4089000000.0,2538000000.0,4312000000.0,-680000000.0
Total Cash From Financing Activities,8336000000.0,4274000000.0,4951000000.0,5216000000.0,-693000000.0
Change To Operating Activities,174000000.0,-334000000.0,-360000000.0,-96000000.0,-364000000.0
Net Income,-4374000000.0,-2858000000.0,-2222000000.0,-1973000000.0,-2072000000.0
Change In Cash,5528000000.0,1295000000.0,1501000000.0,137000000.0,-2611000000.0
Repurchase Of Stock,,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,8000000.0,62000000.0,-10000000.0,14000000.0,5000000.0
Total Cash From Operating Activities,-2720000000.0,-2845000000.0,-1652000000.0,-1503000000.0,-1359000000.0
Depreciation,577000000.0,551000000.0,543000000.0,552000000.0,567000000.0
Other Cashflows From Investing Activities,318000000.0,-130000000.0,-130000000.0,16000000.0,-44000000.0
Change To Inventory,73000000.0,13000000.0,6000000.0,-1000000.0,1000000.0
Change To Account Receivables,-223000000.0,227000000.0,100000000.0,6000000.0,25000000.0
Other Cashflows From Financing Activities,-31000000.0,-35000000.0,-58000000.0,-93000000.0,-12000000.0
Change To Netincome,2100000000.0,1258000000.0,513000000.0,144000000.0,140000000.0
Capital Expenditures,-342000000.0,-231000000.0,-1721000000.0,-1774000000.0,-383000000.0
Issuance Of Stock,558000000.0,220000000.0,2471000000.0,997000000.0,
Dividends Paid,-345000000.0,,,,
