,2017-11-30,2018-11-30,2019-11-30,2020-11-30
Change To Liabilities,382000000.0,515000000.0,421000000.0,-2868000000.0
Total Cashflows From Investing Activities,-3122000000.0,-3514000000.0,-5277000000.0,-3240000000.0
Net Borrowings,-789000000.0,1403000000.0,1418000000.0,16251000000.0
Total Cash From Financing Activities,-2452000000.0,-1460000000.0,-655000000.0,18650000000.0
Change To Operating Activities,60000000.0,-26000000.0,-174000000.0,-520000000.0
Issuance Of Stock,3000000.0,3000000.0,4000000.0,3249000000.0
Net Income,2606000000.0,3152000000.0,2990000000.0,-10236000000.0
Change In Cash,-241000000.0,574000000.0,-466000000.0,9162000000.0
Repurchase Of Stock,-552000000.0,-1468000000.0,-603000000.0,-12000000.0
Effect Of Exchange Rate,11000000.0,-1000000.0,-9000000.0,53000000.0
Total Cash From Operating Activities,5322000000.0,5549000000.0,5475000000.0,-6301000000.0
Depreciation,1846000000.0,2017000000.0,2160000000.0,2241000000.0
Other Cashflows From Investing Activities,-178000000.0,-19000000.0,126000000.0,127000000.0
Dividends Paid,-1087000000.0,-1355000000.0,-1387000000.0,-689000000.0
Change To Inventory,-49000000.0,-67000000.0,79000000.0,77000000.0
Change To Account Receivables,6000000.0,-58000000.0,-114000000.0,125000000.0
Other Cashflows From Financing Activities,-24000000.0,-43000000.0,-87000000.0,-149000000.0
Change To Netincome,471000000.0,16000000.0,113000000.0,4880000000.0
Capital Expenditures,-2944000000.0,-3749000000.0,-5429000000.0,-3620000000.0
