,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,141299000.0,138742000.0,134100000.0,142429000.0,146331000.0,146197000.0,177840000.0,173765000.0
Capital Surplus,2543718000.0,2554443000.0,2598115000.0,3466073000.0,3466908000.0,3485759000.0,3502715000.0,3571666000.0
Total Liab,14611477000.0,14513747000.0,14606864000.0,13369850000.0,13376504000.0,13200284000.0,13367041000.0,13212569000.0
Total Stockholder Equity,619519000.0,-128703000.0,-351997000.0,233683000.0,102752000.0,-53238000.0,-214418000.0,-337040000.0
Minority Interest,-345321000.0,-417928000.0,-385320000.0,-436622000.0,-456591000.0,-539351000.0,-621797000.0,-696219000.0
Other Current Liab,981232000.0,915647000.0,677474000.0,548774000.0,541245000.0,520661000.0,497598000.0,486959000.0
Total Assets,14885675000.0,13967116000.0,13869547000.0,13166911000.0,13022665000.0,12607695000.0,12530826000.0,12179310000.0
Common Stock,1234000.0,1234000.0,1235000.0,1313000.0,1313000.0,1314000.0,1314000.0,1318000.0
Other Current Assets,,,,2813000.0,2577000.0,3618000.0,4896000.0,5735000.0
Retained Earnings,-505090000.0,-1262947000.0,-1532420000.0,-1813317000.0,-1944668000.0,-2110895000.0,-2288078000.0,-2471285000.0
Other Liab,110051000.0,136229000.0,67611000.0,123849000.0,106171000.0,102751000.0,33810000.0,72108000.0
Good Will,,,144095000.0,145407000.0,145179000.0,139927000.0,129738000.0,98527000.0
Treasury Stock,-1420343000.0,-1421433000.0,-1418927000.0,-1420386000.0,-1420801000.0,-1429416000.0,-1430369000.0,-1438739000.0
Other Assets,652607000.0,239429000.0,182967000.0,188530000.0,204179000.0,228184000.0,210658000.0,206793000.0
Cash,3797740000.0,3554895000.0,3482032000.0,2890407000.0,2802716000.0,2475757000.0,2522530000.0,2317352000.0
Total Current Liabilities,1869851000.0,1688700000.0,1880888000.0,1369882000.0,2538302000.0,1286592000.0,1287880000.0,1154246000.0
Short Long Term Debt,298050000.0,226618000.0,601808000.0,198465000.0,1308353000.0,50000000.0,53900000.0,50000000.0
Other Stockholder Equity,-908000.0,-898000.0,3604000.0,6501000.0,6293000.0,4119000.0,6004000.0,9301000.0
Property Plant Equipment,9855388000.0,9719468000.0,9595238000.0,9440779000.0,9311887000.0,9237501000.0,9136673000.0,9034618000.0
Total Current Assets,4236381000.0,3869477000.0,3813147000.0,3249766000.0,3215089000.0,2855886000.0,2875917000.0,2665607000.0
Net Tangible Assets,478220000.0,-267445000.0,-630192000.0,-54153000.0,-188758000.0,-339362000.0,-521996000.0,-609332000.0
Net Receivables,296318000.0,178826000.0,200158000.0,215337000.0,245959000.0,221933000.0,199463000.0,187007000.0
Long Term Debt,12477183000.0,12562972000.0,12480862000.0,11755169000.0,10612560000.0,11693785000.0,11886146000.0,11872894000.0
Inventory,84779000.0,73627000.0,66285000.0,65252000.0,66100000.0,64043000.0,69967000.0,72244000.0
Accounts Payable,215832000.0,146427000.0,148478000.0,133212000.0,168143000.0,154663000.0,170542000.0,164934000.0
Deferred Long Term Asset Charges,406947000.0,,,,,,,
