,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,28800000.0,28800000.0,28800000.0,28800000.0,3900000.0,3900000.0,2100000.0,2600000.0
Change To Liabilities,-1284100000.0,761600000.0,2015600000.0,-1312300000.0,718900000.0,265000000.0,2227400000.0,-1611500000.0
Total Cashflows From Investing Activities,-32500000.0,-39200000.0,-83700000.0,200000.0,-43300000.0,-72000000.0,-70200000.0,-28800000.0
Net Borrowings,-245400000.0,-1000000.0,-503600000.0,-71600000.0,18700000.0,-25200000.0,-505500000.0,13900000.0
Total Cash From Financing Activities,-366700000.0,-115400000.0,-608500000.0,-212700000.0,-101800000.0,-153300000.0,-616400000.0,-210100000.0
Change To Operating Activities,60100000.0,-66400000.0,314300000.0,-347000000.0,-3900000.0,144700000.0,169900000.0,-465300000.0
Net Income,-45600000.0,279700000.0,112300000.0,91700000.0,263300000.0,239900000.0,357900000.0,159400000.0
Change In Cash,-468500000.0,543300000.0,881200000.0,-492700000.0,325600000.0,152500000.0,775300000.0,-867500000.0
Repurchase Of Stock,-2700000.0,-400000.0,-100000.0,-22400000.0,-1600000.0,-1000000.0,-500000.0,-101400000.0
Effect Of Exchange Rate,17800000.0,8600000.0,51300000.0,-30400000.0,2500000.0,-12400000.0,-5100000.0,5000000.0
Total Cash From Operating Activities,-87100000.0,689300000.0,1522100000.0,-249800000.0,468200000.0,390200000.0,1467000000.0,-633600000.0
Depreciation,73100000.0,71000000.0,73700000.0,69200000.0,70100000.0,69400000.0,75100000.0,67800000.0
Other Cashflows From Investing Activities,-4000000.0,900000.0,-25800000.0,-300000.0,-9500000.0,1700000.0,-400000.0,-700000.0
Dividends Paid,-99200000.0,-99400000.0,-99500000.0,-109100000.0,-106100000.0,-106200000.0,-106300000.0,-118300000.0
Change To Account Receivables,987300000.0,-447200000.0,-1169000000.0,1117800000.0,-638100000.0,-335500000.0,-1362800000.0,1162700000.0
Other Cashflows From Financing Activities,-19400000.0,-14600000.0,-11800000.0,-17600000.0,-12800000.0,-20900000.0,-4100000.0,-4300000.0
Change To Netincome,119100000.0,87300000.0,172400000.0,128100000.0,56800000.0,5700000.0,-1400000.0,52600000.0
Capital Expenditures,-27300000.0,-40100000.0,-55500000.0,-28300000.0,-33800000.0,-61300000.0,-71900000.0,-30700000.0
Issuance Of Stock,6500000.0,6500000.0,6500000.0,8000000.0,,,,
