,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,968100000.0,949300000.0,933600000.0,913600000.0,892700000.0,869700000.0
Capital Surplus,996300000.0,1028100000.0,1099300000.0,1107900000.0,1132400000.0,1151600000.0
Total Liab,12250600000.0,13161300000.0,15005700000.0,13342900000.0,14138200000.0,14511400000.0
Total Stockholder Equity,2450400000.0,2722600000.0,2895000000.0,2874000000.0,3062900000.0,3171400000.0
Minority Interest,195900000.0,190800000.0,142000000.0,132800000.0,120600000.0,122500000.0
Other Current Liab,732300000.0,736600000.0,827400000.0,816400000.0,764700000.0,661100000.0
Total Assets,14896900000.0,16074700000.0,18042700000.0,16349700000.0,17321700000.0,17805300000.0
Common Stock,38900000.0,38900000.0,39000000.0,39300000.0,39300000.0,39300000.0
Other Current Assets,518600000.0,541700000.0,391500000.0,471900000.0,504900000.0,450000000.0
Retained Earnings,2444300000.0,2623400000.0,2636900000.0,2623100000.0,2777500000.0,2908900000.0
Other Liab,1124700000.0,1050800000.0,1068400000.0,1037300000.0,1054100000.0,1018000000.0
Good Will,4842400000.0,4875400000.0,4945500000.0,4934300000.0,4944300000.0,4914400000.0
Treasury Stock,-1029100000.0,-967800000.0,-880200000.0,-896300000.0,-886300000.0,-928400000.0
Other Assets,718500000.0,705700000.0,726400000.0,703400000.0,707700000.0,705500000.0
Cash,1085400000.0,1628000000.0,2509000000.0,2015300000.0,2340600000.0,2490000000.0
Total Current Liabilities,6366500000.0,7227900000.0,9580500000.0,7984500000.0,8796700000.0,9049000000.0
Deferred Long Term Asset Charges,287700000.0,291400000.0,302000000.0,295600000.0,296600000.0,273700000.0
Short Long Term Debt,503000000.0,506600000.0,502500000.0,502800000.0,503100000.0,500400000.0
Other Stockholder Equity,-1029100000.0,-967800000.0,-880200000.0,-896300000.0,-886300000.0,-928400000.0
Property Plant Equipment,2153600000.0,2260000000.0,2069600000.0,2028200000.0,1994500000.0,2182800000.0
Total Current Assets,6214300000.0,7284300000.0,9367600000.0,7770200000.0,8782500000.0,9132900000.0
Net Tangible Assets,-3360100000.0,-3102100000.0,-2984100000.0,-2973900000.0,-2774100000.0,-2612700000.0
Net Receivables,4610300000.0,5114600000.0,6467100000.0,5283000000.0,5937000000.0,6192900000.0
Long Term Debt,3411700000.0,3411300000.0,2915800000.0,2906900000.0,2907900000.0,2908300000.0
Accounts Payable,4328100000.0,5105900000.0,7269700000.0,5862000000.0,6605900000.0,6844200000.0
