,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,,3800000.0,3800000.0,13500000.0,34800000.0
Change To Liabilities,324400000.0,473600000.0,592500000.0,35000000.0,1899000000.0
Total Cashflows From Investing Activities,-196200000.0,-2491500000.0,-161700000.0,-216200000.0,-185300000.0
Net Borrowings,-321600000.0,2371900000.0,-423100000.0,144000000.0,-583600000.0
Total Cash From Financing Activities,-1004900000.0,1853200000.0,-843000000.0,-346200000.0,-1084200000.0
Change To Operating Activities,-166800000.0,-108200000.0,-37000000.0,49400000.0,-36300000.0
Issuance Of Stock,13100000.0,15500000.0,4300000.0,6500000.0,8000000.0
Net Income,554400000.0,618900000.0,656000000.0,351100000.0,952800000.0
Change In Cash,-302500000.0,-120500000.0,518500000.0,1315800000.0,760700000.0
Repurchase Of Stock,-338900000.0,-146300000.0,-22400000.0,-22300000.0,-25500000.0
Effect Of Exchange Rate,16800000.0,-47300000.0,-6000000.0,31000000.0,-45400000.0
Total Cash From Operating Activities,881800000.0,565100000.0,1529200000.0,1847200000.0,2075600000.0
Depreciation,157100000.0,202900000.0,278500000.0,290600000.0,283800000.0
Other Cashflows From Investing Activities,-9700000.0,-4600000.0,33600000.0,-57300000.0,-8500000.0
Dividends Paid,-280300000.0,-322100000.0,-363100000.0,-398100000.0,-427700000.0
Change To Account Receivables,-127900000.0,-813300000.0,-149900000.0,673900000.0,-1218600000.0
Other Cashflows From Financing Activities,-77200000.0,-65800000.0,-38700000.0,-76300000.0,-55400000.0
Change To Netincome,134800000.0,184700000.0,179800000.0,435800000.0,189200000.0
Capital Expenditures,-155900000.0,-177100000.0,-198500000.0,-167500000.0,-195300000.0
