,2020-07-05,2020-10-04,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03
Intangible Assets,1188464000.0,1181754000.0,1365693000.0,1473256000.0,1561534000.0,4160736000.0,4063104000.0,,3771221000.0
Capital Surplus,106744000.0,128820000.0,148101000.0,115690000.0,103394000.0,2742750000.0,2760522000.0,2721690000.0,2743456000.0
Total Liab,3669353000.0,3633884000.0,4224823000.0,4760420000.0,4499654000.0,7941264000.0,7859309000.0,,7022552000.0
Total Stockholder Equity,2967463000.0,3231681000.0,3735492000.0,4002305000.0,4239807000.0,6958585000.0,7141245000.0,,7167155000.0
Other Current Liab,46180000.0,35961000.0,497940000.0,26947000.0,15300000.0,16400000.0,394472000.0,13100000.0,13400000.0
Total Assets,6636816000.0,6865565000.0,7960315000.0,8762725000.0,8739461000.0,14899849000.0,15000554000.0,,14189707000.0
Common Stock,111501000.0,111878000.0,112090000.0,112066000.0,112025000.0,126200000.0,126241000.0,126140000.0,126218000.0
Other Current Assets,126371000.0,133062000.0,167208000.0,177831000.0,181151000.0,170207000.0,173955000.0,,190484000.0
Retained Earnings,2965890000.0,3134750000.0,3507262000.0,3878721000.0,4116825000.0,4235831000.0,4417174000.0,4585231000.0,4756566000.0
Other Liab,703208000.0,720800000.0,774531000.0,827636000.0,838974000.0,1512153000.0,1480469000.0,,1311435000.0
Good Will,3107373000.0,3161998000.0,3447114000.0,3683790000.0,3844070000.0,7420271000.0,7416584000.0,,7243492000.0
Treasury Stock,-216672000.0,-143767000.0,-31961000.0,-104172000.0,-92437000.0,-146196000.0,-162692000.0,-246719000.0,-459085000.0
Other Assets,291555000.0,315653000.0,333048000.0,346700000.0,486306000.0,321667000.0,326706000.0,,324245000.0
Cash,218536000.0,258293000.0,402036000.0,988234000.0,572810000.0,487373000.0,618319000.0,,360860000.0
Total Current Liabilities,1163256000.0,1244797000.0,1652189000.0,1520510000.0,1122823000.0,1145029000.0,1213744000.0,,1043813000.0
Short Long Term Debt,346342000.0,360217000.0,380948000.0,358435000.0,4669000.0,4485000.0,4240000.0,,4180000.0
Other Stockholder Equity,-216672000.0,-143767000.0,-31961000.0,-104172000.0,-92437000.0,-146196000.0,-162692000.0,-246719000.0,-459085000.0
Property Plant Equipment,518011000.0,530339000.0,575540000.0,584408000.0,587559000.0,746371000.0,753380000.0,,742977000.0
Total Current Assets,1531413000.0,1675821000.0,2238920000.0,2674571000.0,2259992000.0,2250804000.0,2440780000.0,,2107772000.0
Net Tangible Assets,-1328374000.0,-1112071000.0,-1077315000.0,-1154741000.0,-1165797000.0,-4622422000.0,-4338443000.0,,-3847558000.0
Net Receivables,708799000.0,797911000.0,1155109000.0,978598000.0,992602000.0,947805000.0,1023792000.0,,932131000.0
Long Term Debt,1624996000.0,1492633000.0,1609701000.0,2219670000.0,2348523000.0,5099077000.0,4979737000.0,,4484314000.0
Inventory,477707000.0,486555000.0,514567000.0,529908000.0,513429000.0,645419000.0,624714000.0,,624297000.0
Accounts Payable,255137000.0,258038000.0,327325000.0,339326000.0,324711000.0,320435000.0,355458000.0,,333711000.0
Deferred Long Term Asset Charges,,,65518000.0,,,,22007000.0,,
