,2017-12-31,2018-12-30,2019-12-29,2021-01-03,2022-01-02
Intangible Assets,1346940000.0,1199667000.0,1283286000.0,1365693000.0,4063104000.0
Capital Surplus,58828000.0,48772000.0,90357000.0,148101000.0,2760522000.0
Total Liab,3588275000.0,3390567000.0,3724740000.0,4224823000.0,7859309000.0
Total Stockholder Equity,2503188000.0,2584955000.0,2813824000.0,3735492000.0,7141245000.0
Other Current Liab,181584000.0,192750000.0,207808000.0,497940000.0,394472000.0
Total Assets,6091463000.0,5975522000.0,6538564000.0,7960315000.0,15000554000.0
Common Stock,110361000.0,110597000.0,111140000.0,112090000.0,126241000.0
Other Current Assets,93842000.0,100507000.0,100381000.0,167208000.0,173955000.0
Retained Earnings,2380517000.0,2602067000.0,2811973000.0,3507262000.0,4417174000.0
Other Liab,848570000.0,742312000.0,751468000.0,774531000.0,1480469000.0
Good Will,3002198000.0,2952608000.0,3111227000.0,3447114000.0,7416584000.0
Treasury Stock,-46518000.0,-176481000.0,-199646000.0,-31961000.0,-162692000.0
Other Assets,244304000.0,270023000.0,284173000.0,333048000.0,326706000.0
Cash,202134000.0,163111000.0,191877000.0,402036000.0,618319000.0
Total Current Liabilities,950902000.0,771631000.0,762832000.0,1652189000.0,1213744000.0
Deferred Long Term Asset Charges,67280000.0,79312000.0,60004000.0,65518000.0,22007000.0
Short Long Term Debt,215906000.0,13356000.0,9974000.0,380948000.0,4240000.0
Other Stockholder Equity,-46518000.0,-176481000.0,-199646000.0,-31961000.0,-162692000.0
Property Plant Equipment,298066000.0,318590000.0,485499000.0,575540000.0,753380000.0
Total Current Assets,1199955000.0,1234634000.0,1374379000.0,2238920000.0,2440780000.0
Net Tangible Assets,-1845950000.0,-1567320000.0,-1580689000.0,-1077315000.0,-4338443000.0
Net Receivables,552304000.0,632669000.0,725184000.0,1155109000.0,1023792000.0
Long Term Debt,1754303000.0,1843624000.0,2064041000.0,1609701000.0,4979737000.0
Inventory,351675000.0,338347000.0,356937000.0,514567000.0,624714000.0
Accounts Payable,222093000.0,220949000.0,235855000.0,327325000.0,355458000.0
