,2020-07-05,2020-10-04,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02
Investments,-5755000.0,-2166000.0,-10500000.0,-4000000.0,-10507000.0,-4623000.0,-4000000.0
Change To Liabilities,17743000.0,-4516000.0,46362000.0,-5048000.0,-21747000.0,-10207000.0,37825000.0
Total Cashflows From Investing Activities,-23561000.0,-22523000.0,-436400000.0,-461854000.0,-290025000.0,-3300928000.0,-59951000.0
Net Borrowings,-87753000.0,-158298000.0,78864000.0,630512000.0,-216632000.0,2773036000.0,-112947000.0
Total Cash From Financing Activities,-95774000.0,-155939000.0,73433000.0,582991000.0,-257724000.0,2755415000.0,-139025000.0
Change To Operating Activities,59130000.0,27570000.0,289641000.0,-116883000.0,-31343000.0,-19159000.0,113160000.0
Issuance Of Stock,8968000.0,17454000.0,10143000.0,4987000.0,9198000.0,8575000.0,2360000.0
Net Income,137162000.0,176699000.0,380361000.0,379305000.0,245930000.0,127738000.0,190184000.0
Change In Cash,24772000.0,38462000.0,144211000.0,587788000.0,-263697000.0,-237642000.0,130274000.0
Repurchase Of Stock,-327000.0,-160000.0,-115000.0,-42779000.0,-30145000.0,-89000.0,-59000.0
Effect Of Exchange Rate,5511000.0,5490000.0,25081000.0,-6849000.0,-3810000.0,-5925000.0,-6342000.0
Total Cash From Operating Activities,138596000.0,211434000.0,482097000.0,473500000.0,287862000.0,313796000.0,335592000.0
Depreciation,59289000.0,62474000.0,63986000.0,70186000.0,75636000.0,87113000.0,125069000.0
Dividends Paid,-7791000.0,-7809000.0,-7831000.0,-7852000.0,-7845000.0,-7842000.0,-8834000.0
Change To Inventory,-71949000.0,5773000.0,-1579000.0,-15008000.0,22247000.0,-923000.0,-3940000.0
Change To Account Receivables,-76288000.0,-72007000.0,-306200000.0,165190000.0,-9920000.0,87116000.0,-86995000.0
Other Cashflows From Financing Activities,-8871000.0,-7126000.0,-7628000.0,-1877000.0,-12300000.0,-18265000.0,-19545000.0
Change To Netincome,12574000.0,14524000.0,8694000.0,-5138000.0,6231000.0,40618000.0,-41449000.0
Capital Expenditures,-16650000.0,-20253000.0,-20115000.0,-14311000.0,-20364000.0,-32784000.0,-32429000.0
Other Cashflows From Investing Activities,79000.0,151000.0,151000.0,,,,109000.0
