,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31
Investments,-4000000.0,-4000000.0,-6000000.0,-3000000.0,-24000000.0,-12000000.0,23000000.0,9000000.0,168000000.0
Change To Liabilities,504000000.0,-656000000.0,-161000000.0,325000000.0,986000000.0,458000000.0,-438000000.0,-885000000.0,1152000000.0
Total Cashflows From Investing Activities,-1050000000.0,-1424000000.0,-652000000.0,-579000000.0,-486000000.0,-1079000000.0,-335000000.0,-492000000.0,-397000000.0
Net Borrowings,2666000000.0,-3483000000.0,-262000000.0,189000000.0,400000000.0,-2806000000.0,696000000.0,-398000000.0,383000000.0
Total Cash From Financing Activities,2525000000.0,-3639000000.0,-459000000.0,40000000.0,252000000.0,-3197000000.0,355000000.0,-615000000.0,44000000.0
Change To Operating Activities,144000000.0,-21000000.0,-402000000.0,-296000000.0,95000000.0,248000000.0,-560000000.0,-169000000.0,-557000000.0
Net Income,9000000.0,157000000.0,223000000.0,259000000.0,392000000.0,2553000000.0,513000000.0,250000000.0,409000000.0
Change In Cash,2947000000.0,-4316000000.0,-148000000.0,283000000.0,896000000.0,-1320000000.0,-56000000.0,-728000000.0,901000000.0
Repurchase Of Stock,,,-213000000.0,-213000000.0,-213000000.0,-213000000.0,-129000000.0,-58000000.0,-197000000.0
Total Cash From Operating Activities,1472000000.0,747000000.0,963000000.0,822000000.0,1130000000.0,2956000000.0,-76000000.0,379000000.0,1254000000.0
Depreciation,642000000.0,652000000.0,674000000.0,639000000.0,643000000.0,641000000.0,621000000.0,621000000.0,620000000.0
Other Cashflows From Investing Activities,-498000000.0,-43000000.0,-246000000.0,-88000000.0,241000000.0,-5000000.0,143000000.0,89000000.0,102000000.0
Dividends Paid,-154000000.0,-154000000.0,-155000000.0,-156000000.0,-157000000.0,-157000000.0,-155000000.0,-156000000.0,-156000000.0
Change To Inventory,-57000000.0,726000000.0,-148000000.0,-349000000.0,-855000000.0,-607000000.0,-834000000.0,-27000000.0,-239000000.0
Change To Account Receivables,-254000000.0,-530000000.0,446000000.0,-14000000.0,-371000000.0,-652000000.0,543000000.0,274000000.0,-260000000.0
Other Cashflows From Financing Activities,13000000.0,-2000000.0,-42000000.0,7000000.0,9000000.0,-21000000.0,-57000000.0,-3000000.0,14000000.0
Change To Netincome,444000000.0,456000000.0,365000000.0,254000000.0,216000000.0,382000000.0,190000000.0,169000000.0,125000000.0
Capital Expenditures,-620000000.0,-604000000.0,-513000000.0,-535000000.0,-684000000.0,-770000000.0,-624000000.0,-725000000.0,-773000000.0
