,2017-10-31,2018-10-31,2019-10-31,2020-10-31
Intangible Assets,3000000.0,453000000.0,661000000.0,540000000.0
Capital Surplus,380000000.0,663000000.0,835000000.0,963000000.0
Total Liab,36321000000.0,35261000000.0,34660000000.0,36909000000.0
Total Stockholder Equity,-3408000000.0,-639000000.0,-1193000000.0,-2228000000.0
Deferred Long Term Liab,,,30000000.0,34000000.0
Other Current Liab,2146000000.0,3976000000.0,4619000000.0,5137000000.0
Total Assets,32913000000.0,34622000000.0,33467000000.0,34681000000.0
Common Stock,16000000.0,16000000.0,15000000.0,13000000.0
Other Current Assets,109000000.0,408000000.0,324000000.0,226000000.0
Retained Earnings,-2386000000.0,-473000000.0,-818000000.0,-1961000000.0
Other Liab,7150000000.0,5583000000.0,4587000000.0,4239000000.0
Good Will,5622000000.0,5968000000.0,6372000000.0,6380000000.0
Treasury Stock,-1418000000.0,-845000000.0,-1225000000.0,-1243000000.0
Other Assets,3031000000.0,4563000000.0,3403000000.0,3321000000.0
Cash,6997000000.0,5166000000.0,4537000000.0,4864000000.0
Total Current Liabilities,22412000000.0,25131000000.0,25293000000.0,26220000000.0
Deferred Long Term Asset Charges,342000000.0,2431000000.0,2620000000.0,2515000000.0
Short Long Term Debt,96000000.0,565000000.0,307000000.0,611000000.0
Other Stockholder Equity,-1418000000.0,-845000000.0,-1225000000.0,-1243000000.0
Property Plant Equipment,1878000000.0,2198000000.0,2794000000.0,3734000000.0
Total Current Assets,22318000000.0,21387000000.0,20177000000.0,20648000000.0
Long Term Investments,61000000.0,53000000.0,60000000.0,58000000.0
Net Tangible Assets,-9033000000.0,-7060000000.0,-8226000000.0,-9148000000.0
Short Term Investments,1149000000.0,711000000.0,,274000000.0
Net Receivables,7162000000.0,8003000000.0,8939000000.0,8443000000.0
Long Term Debt,6759000000.0,4547000000.0,4780000000.0,5528000000.0
Inventory,5786000000.0,6062000000.0,5734000000.0,5963000000.0
Accounts Payable,13279000000.0,14816000000.0,14793000000.0,14704000000.0
