,2017-09-30,2018-09-29,2019-09-28,2020-10-03
Investments,-18000000.0,-5000000.0,-1000000.0,-201000000.0
Change To Liabilities,61000000.0,-44000000.0,-55000000.0,-64000000.0
Total Cashflows From Investing Activities,-4164000000.0,-1906000000.0,-3464000000.0,-1423000000.0
Net Borrowings,2763000000.0,-332000000.0,1891000000.0,-672000000.0
Total Cash From Financing Activities,1530000000.0,-1102000000.0,1171000000.0,-1468000000.0
Change To Operating Activities,35000000.0,-144000000.0,-97000000.0,305000000.0
Issuance Of Stock,154000000.0,102000000.0,99000000.0,30000000.0
Net Income,1774000000.0,2970000000.0,1980000000.0,2061000000.0
Change In Cash,-31000000.0,-48000000.0,214000000.0,982000000.0
Repurchase Of Stock,-860000000.0,-427000000.0,-252000000.0,-207000000.0
Effect Of Exchange Rate,4000000.0,-3000000.0,-6000000.0,-1000000.0
Total Cash From Operating Activities,2599000000.0,2963000000.0,2513000000.0,3874000000.0
Depreciation,748000000.0,933000000.0,1086000000.0,1178000000.0
Other Cashflows From Investing Activities,4000000.0,-24000000.0,88000000.0,-52000000.0
Dividends Paid,-319000000.0,-431000000.0,-537000000.0,-601000000.0
Change To Inventory,-246000000.0,-144000000.0,-157000000.0,86000000.0
Change To Account Receivables,-55000000.0,-2000000.0,-226000000.0,191000000.0
Other Cashflows From Financing Activities,-208000000.0,-14000000.0,-30000000.0,-18000000.0
Change To Netincome,214000000.0,-727000000.0,224000000.0,41000000.0
Capital Expenditures,-1069000000.0,-1200000000.0,-1259000000.0,-1199000000.0
